Heste_navn;Navn;Id_nr;inntjent;Dato
Nice In Nice;Ice in Bitch* (S);30081293;0;2018-09-05
Kringlers Frøya;Kringlers Frida;30083701;0;2018-09-05
Outcome;Adrian Dotcom*;30068270;0;2018-09-05
Furderud Faksa;Lerud Faks;30068466;0;2018-09-05
Evander;M.S. Evander;30066014;0;2018-09-05
Corona;Corona Croft (S);30013785;0;2018-09-05
Fidanza;Romanza;30021838;0;2018-09-05
Ramstad Frekken;Frekken;126502;0;2018-09-05
Tors Spik;Spik Tara;131479;11.494;2018-09-05
Horg Faxen;Horg Max;116913;0;2018-09-05
Beak's Lively;Beak's Princess;30039403;0;2018-09-05
Cyria;Cyrinda* (S);30044200;0;2018-09-05
Komnes Russ;Komnes Prinsen;30046739;0;2018-09-05
Gigant Super;Gigant Super*;30051043;449.166;2018-09-05
Broadway;Thai Broadway;30052179;83.065;2018-09-05
Solveig Salt;Lovely Salt;30056248;0;2018-09-05
Global Tess;Global Tess* (S);30111350;253.141;2018-09-05
Mellby Frodo;Mellby Frodo (S);30106031;79.648;2018-09-05
Mara Boudream;Mara Boudream (S);30107434;119.811;2018-09-05
Encore un Sisu;Encore un Sisu (S);30098552;125.000;2018-09-05
Bullshana T.T.;Vimse T. Ulla;30097561;0;2018-09-05
Samantha Frecel;Sandra Frecel;30103386;0;2018-09-05
Whitney Brodda;Whitney Brodda (DK);30102644;232.635;2018-09-05
K.W. Tigerlady;K.W. Tigerlady (DE);30101517;479.973;2018-09-05
No Regrets Pellini;No Regrets Pellini (S);30102401;56.600;2018-09-05
Luxury Tile;Luxury Tile (S);30100079;299.576;2018-09-05
Ivar Sånna;Ivar Sånna (S);30101036;3.819.964;2018-09-05
Egon Lobell;Egon Lobell (NL);30101301;127.674;2018-09-04
Dave Briggs;Dave Briggs (US);30097654;379.494;2018-09-04
Time Square;Time Square (DK);30097955;0;2018-09-04
Morecreditforme;Nocreditforme;30098125;0;2018-09-04
Soma Kongen;Soma Odin;30096925;0;2018-09-04
Honannas Trolljeger;Honannas Marcelle;30097327;0;2018-09-04
Ursula D.;Ursula D. (DK);30099806;309.287;2018-09-04
Imperium Bo;Imperium Bo (DE);30099622;190.377;2018-09-04
Kolnes Brage;Kos Brage;30104612;0;2018-09-04
Syoss;Syoss (DE);30109206;274.950;2018-09-04
Very Esterel;Very Esterel (DK);30108821;489.741;2018-09-04
Grude Sussi;Troll Tussi;30054656;0;2018-09-04
Vimse Oda;Vimse Molly;30055485;0;2018-09-04
Muscles Else;Else;30047057;0;2018-09-04
Fantine Volcano;Sharie Volcano;30022344;0;2018-09-04
Hardhaus;Prins Hardy;30022058;0;2018-09-04
Åspe Mix;Lome Mix;133703;326.500;2018-09-04
Flytman;Flyten;30076990;0;2018-09-04
Amazona River;Amazona;30079727;0;2018-09-04
Thai Daphne;Thai Donatella;30088570;0;2018-09-04
Streetfighter D.K.;Streetfighter D.K. (DK);30088492;39.240;2018-09-04
Rimini Lavec;Rimini Lavec (S);30086792;181.546;2018-09-04
Ellys Jet;Ellys Dream;30089887;0;2018-09-04
Call the Judge;Call the Judge (S);30090159;137.015;2018-09-04
Silas Hovmand;Silas Hovmand (DK);30090310;537.549;2018-09-04
Broadway Blaze;Broadway Blaze (US);30091034;313.255;2018-09-04
Joe Frazier;Joe Frazier (S);30094188;262.355;2018-09-04
The Special One U.S.;The Special One U.S. (US);30094097;535.500;2018-09-04
See U. Soon D.K.;See U. Soon D.K. (DK);30094847;241.059;2018-09-04
Iron Lion Zion;Iron Lion Zion (DE);30096208;75.500;2018-09-04
Happy Dragon;Happy Dragon (DE);30112335;96.050;2018-09-04
Glennis Attack;Glennis Attack (DE);30113728;123.508;2018-09-04
Fly at Home;Fly at Home (S);30113215;36.000;2018-09-04
Alain Scott;Alain Scott (DE);30116686;46.663;2018-09-04
Hope and Dreams;Hope and Dreams* (S);30113694;761.424;2018-09-03
Veams Last Athos;Veams Last Athos (S);30113692;3.000;2018-09-03
Gretzky Boko;Gretzky Boko (S);30114262;151.351;2018-09-03
Larry Joe;Larry Joe (DE);30111612;80.845;2018-09-03
Bear Anemone;Bear Anemone* (S);30113031;95.061;2018-09-03
Todays Shotgun;Todays Shotgun (S);30096713;594.847;2018-09-03
Queasy;Queasy (S);30095408;1.943.334;2018-09-03
Tyholt Frøkna;Tyholt Odin;30094005;0;2018-09-03
Space Star;Space Star* (DK);30093997;212.391;2018-09-03
Sincerus;Sincerus*;30093793;29.311;2018-09-03
Man Of Steel;Penny of Man* (S);30094168;0;2018-09-03
Synjo Danseur;Synjo Danseuse;30092781;0;2018-09-03
Jaccaroo;Jaccaroo (S);30092564;887.049;2018-09-03
Odinson V.A.;Odinson V.A.*;30088073;203.946;2018-09-03
Mellby Galigo;Mellby Vanilla* (S);30079821;67.000;2018-09-03
Juni Goggen;Turbo Goggen*;30077826;337.405;2018-09-03
Escape Boko;Escape Boko (S);30083615;269.830;2018-09-03
Prins Fredrik;Conrads Fredrik* (S);30081676;0;2018-09-03
Epsilon Sisu;Epsilon B.R.;30083618;61.105;2018-09-03
Bergkrystall;Crystals Star;30084551;0;2018-09-03
Livi Lady;Livi Heaven (S);30085430;58.013;2018-09-03
Littlejack Hanover;Littlejack Hanover (US);30085844;518.854;2018-09-03
Jormine;Jormai;30077147;0;2018-09-03
Lin Kos;Vinn Kos;30077536;0;2018-09-03
Tarragon Tabac;Donato Tabac* (S);30066316;72.207;2018-09-03
Stensvik Tjorven;Stensvik Martin;30067050;0;2018-09-03
Moonshine Star;Strong Moonshine;30004033;0;2018-09-03
Legend Seeker;The Seeker (US);30006855;48.727;2018-09-03
H.B. Nikita;H.B. Lykkesvarta;129542;0;2018-09-03
Twist'n Shout;Twist Chocolate;128778;238.478;2018-09-03
Krusen;Krusen* (S);30045879;1.600.171;2018-09-03
Last Advice Genius;Gangster Advice (S);30050701;0;2018-09-03
Onewaywind;Oneway G.T.;30038667;0;2018-09-03
Eva Maria;Maria Nova;30023825;0;2018-09-03
Osah's Bolt;Glazier's Bolt;30037745;0;2018-09-03
Frances Lifestar;Frances Marita;30054372;0;2018-09-03
Fast Track;Fast Take* (US);30061750;82.449;2018-09-03
Ricochet Face;Ricochet Face (S);30109913;284.531;2018-09-03
Bear Man;Bear Man (S);30105455;33.000;2018-09-03
Keinstein Viking;Keinstein Viking* (S);30105715;88.362;2018-09-03
Babycat;Babycat (DK);30105612;171.980;2018-09-03
Boston Vincent;Boston Vincent (DK);30107865;159.111;2018-09-03
Daddy's Angel;Daddy's Angel (S);30107906;115.000;2018-09-03
Rolling Stones;Rolling Stones* (S);30107084;1.468.505;2018-09-03
Janske;Janske (DE);30099745;232.905;2018-09-03
Air Speed;Air Speed (DK);30099520;131.000;2018-09-03
Tania N.L.;Tania N.L. (IT);30097065;352.915;2018-09-03
Åsaoline;Soline;30103143;88.794;2018-09-03
Brother Tuck;Brother Tuck (S);30103242;111.769;2018-09-03
Euroncandidcamera;Euroncandidcamera (S);30104009;228.527;2018-09-03
Baloo N.;Baloo N. (DK);30104350;191.881;2018-09-03
Brasil;Brasil (DK);30100729;239.361;2018-09-03
Dame Amok;Dame Amok (S);30097698;55.647;2018-09-02
Mellby Donna;Mellby Donna* (S);30099935;87.375;2018-09-02
American Cheque;American Cheque (US);30109455;638.380;2018-09-02
Tuileries;Tuileries (DK);30108265;214.391;2018-09-02
Børke Loke;Børke Luna;30023966;0;2018-09-02
Birk Rapp;Varberg Rapp;127119;0;2018-09-02
Rams Gutten;Rams Even;127357;0;2018-09-02
Final Bow;Indy Bow (S);118531;0;2018-09-02
Heni B.R.;Variete B.R.;30022827;0;2018-09-02
Superb Story;Lucky Story;30009745;0;2018-09-02
Rem Odin;Rem Odin*;30067402;303.596;2018-09-02
Hof Loyd;Hof Lotta;30063317;0;2018-09-02
Åspe Prinsen;Aspe Olov* (S);30070753;265.500;2018-09-02
Peder Mykla;Peder Mykla*;30072057;658.679;2018-09-02
Amazing Grace U.S.;Hara Grace* (S);30076379;0;2018-09-02
Birk Støvern;Borka Støvern;30085753;0;2018-09-02
Photo Fighter;Photo Frecel;30082815;0;2018-09-02
Lome Teddy;Valle Teddy;30082955;0;2018-09-02
Universal Point;Universal Point*;30089898;82.336;2018-09-02
Minnie Madness;Minnie Madness (US);30089936;274.500;2018-09-02
Victoria Lund;Victoria Lund (DK);30089720;243.782;2018-09-02
Ask Loke;Lykkje Ask;30089232;0;2018-09-02
Rommy F.H.;Rommy F.H. (DK);30090296;83.675;2018-09-02
Bob la Chance;Bob la Chance* (FR);30094624;245.319;2018-09-02
Kor Brage;Kor Blæsen;30093606;0;2018-09-02
Sirius Djerv;Storm Sirius;30094052;0;2018-09-02
Tequila D.;Tequila D. (DK);30095319;306.071;2018-09-02
Dior Sisa;Dior Sisa (DK);30114384;63.931;2018-09-02
Touchee Bi;Touchee Bi (IT);30113285;571.766;2018-09-02
Princess Corner;Princess Corner (DE);30115987;12.000;2018-09-02
Valiant Dalimo;Valiant Dalimo* (DK);30118006;132.933;2018-09-01
Soros Kronos;Soros Kronos* (S);30095435;156.300;2018-09-01
Kemas Starlight;Kemas Starlight (S);30095275;382.392;2018-09-01
Victor Ideal;Victor Ideal (EE);30090539;82.899;2018-09-01
Hades Håleryd;Hades Håleryd (S);30090540;795.277;2018-09-01
Waikiki Man;Waikiki Man (DK);30091914;541.489;2018-09-01
Anthony Downs;Anthony Downs (DK);30093455;251.500;2018-09-01
Bleeding Heart;Bleeding Heart (US);30085380;263.000;2018-09-01
Lass Labero;Lass Labero (S);30064079;412.000;2018-09-01
C.C. Queen;C.C. Queen*;30068574;622.234;2018-09-01
Dayenne Lane;Pine Lane;133320;323.560;2018-09-01
Southwind Gizzel;Southwind Gizzel (US);30108041;443.037;2018-09-01
Always So Easy;Always So Easy (S);30108273;616.080;2018-09-01
Darco;Darco (DE);30108427;358.629;2018-09-01
Tiller;Tiller (S);30111317;276.477;2018-09-01
Frankel D.E.;Frankel D.E. (DE);30107933;261.160;2018-09-01
Rolls Royal;Rolls Royal* (S);30107367;105.351;2018-09-01
Facebook N.L.;Facebook N.L. (NL);30106437;554.305;2018-09-01
Uendy Z.S.;Uendy Z.S. (IT);30105060;384.557;2018-09-01
Valnes Gwyneth;Valnes Gwyneth (S);30097830;109.697;2018-09-01
Trophydore;Trophydore (DK);30100858;220.375;2018-09-01
Solina;Soline;30103143;0;2018-08-31
Daarom Well;Daarom Well (NL);30102416;225.368;2018-08-31
Kerosene;Kerosene* (S);30097168;127.641;2018-08-31
Tiria Jet;Tiria Jet (IT);30099990;179.163;2018-08-31
Trytobe;Trytobe* (S);30099668;265.330;2018-08-31
Sjøli Rauen;Sjøli Frøkna;30105035;0;2018-08-31
Exciting Chip;Exciting Chip (S);30107263;111.000;2018-08-31
Uncle Wise As;Uncle Wise As (IT);30111384;183.763;2018-08-31
Garfieldz Prinze;Garfieldz Prinze (S);30111309;252.444;2018-08-31
Spirit Yankee;Spirit Yankee* (S);30110563;118.933;2018-08-31
Igor;Igor* (S);30108613;18.289;2018-08-31
Amazing Surprise;Naipin Surprise;133821;0;2018-08-31
Mo Mio;Rigel Mio;30022003;0;2018-08-31
Balder Perla;Mellem Perla;125433;0;2018-08-31
Valle Frøya;Vesle Frøya;30030797;0;2018-08-31
My Young;Miss Young;30025994;0;2018-08-31
Quinzy Noor;Eternity Noor;30037448;0;2018-08-31
Tin Ada;Tin Anna;30034265;0;2018-08-31
Nilla Frøkna;Valle Frøkna;30039205;0;2018-08-31
Black Friday;Freaky Friday;30059921;0;2018-08-31
King Bricois;Bricois Way;30067893;0;2018-08-31
Mira Perla;Mira;30071990;0;2018-08-31
Queen Of The Sea;Prince of the Sea* (S);30070472;0;2018-08-31
Time Bandit;Super Bandit;30077323;0;2018-08-31
Orlando Star;Super Orlando;30083994;0;2018-08-31
Kjappen;Rappen;30083138;0;2018-08-31
Kolbu John;Kolnes John;30083186;0;2018-08-31
Wagtail Happyharry;Wagtail Happyharry (S);30078549;61.000;2018-08-31
C.C. Loverboy;C.C. Loverboy*;30092664;26.090;2018-08-31
Horgen Elvy;Horgen Elvy*;30089405;18.993;2018-08-31
Fender Boko;Fender Boko (S);30088539;208.500;2018-08-31
Simoni's Kaj;Simoni's Kaj (DK);30088925;165.962;2018-08-31
Oasis Tile;Magic Tile*;30095053;0;2018-08-31
Kringlers Bror;Kringlers Balder;30093635;0;2018-08-31
Queasy;Queasy (S);30095408;1.943.334;2018-08-31
Desperatehousewife;Desperatehousewife (S);30096759;313.689;2018-08-31
Divine The Best;Divine The Best* (FR);30117473;31.609;2018-08-31
Gassman's Evert;Gassman's Evert* (S);30115707;362.502;2018-08-31
Concerto De Lou;Concerto De Lou (FR);30115166;82.655;2018-08-31
Ivan;Ivan* (S);30114351;113.981;2018-08-31
Absolutelynoexcuse;Absolutelynoexcuse (DK);30114697;165.485;2018-08-30
Grace Scott;Grace Scott (NL);30113070;115.050;2018-08-30
Bad Boy de Chenu;Bad Boy de Chenu (FR);30113001;213.573;2018-08-30
Armagedon Vivel;Armagedon Vivel (DK);30114841;177.219;2018-08-30
Boynton;Boynton (S);30115465;140.024;2018-08-30
Chipie d'Yvi;Chipie d'Yvi* (FR);30117476;231.383;2018-08-30
Global Undefeded;Global Undefeded (S);30116691;48.000;2018-08-30
Radieux;Radieux (IT);30095396;3.262.108;2018-08-30
Birk Perla;Birk Philip;30094039;0;2018-08-30
Escaped;Escaped (NL);30095230;159.894;2018-08-30
Unik Gardenia;Unik Gardenia (DK);30094896;187.784;2018-08-30
Tyson Hastrup;Tyson Hastrup (DK);30094895;86.392;2018-08-30
Titanio;Titania;30095267;152.236;2018-08-30
Önas Julius;Önas Julius (S);30088973;413.097;2018-08-30
A Million To One;A Million To One (S);30089017;185.000;2018-08-30
Johnny Boy F.;Johnny Boy F. (US);30090418;212.000;2018-08-30
Bol Torina;Bol Tore;30077601;0;2018-08-30
Aragorn Wibb;Aragorn Wibb (S);30082971;254.385;2018-08-30
East Of Eden's Tap Out;Beast of the East (US);30076710;0;2018-08-30
Notorious Dotcom;Astoria Dotcom;30053161;0;2018-08-30
Åse Jenta;Tæsse Jenta;30036242;45.000;2018-08-30
Åse Mai;Ådnes Mai;126438;13.000;2018-08-30
Frøken Vilja;Frøken Olivia;123789;0;2018-08-30
Birk Lila;Heikle Birk;30022878;0;2018-08-30
Starturn P.T.;Washera P.T.;30013953;0;2018-08-30
Kali Nzuri;Kalima;30018196;0;2018-08-30
Arne Martin;Horgen Arne*;132578;0;2018-08-30
Rubina H.;Princess Rubina;132209;0;2018-08-30
Don di Quattro;Don di Quattro (S);30108126;391.157;2018-08-30
Cash Converter;Cash Converter (S);30110040;394.110;2018-08-30
Global Rising;Global Rising (S);30107849;171.461;2018-08-30
Capitano S.L.;Capitano S.L. (S);30099810;20.000;2018-08-30
Sajama;Sajama (S);30099818;23.000;2018-08-30
Tip Esterel;Tip Esterel (DK);30099136;654.159;2018-08-30
Explosive Lane;Explosive Lane (NL);30097237;745.013;2018-08-30
Whitney Brodda;Whitney Brodda (DK);30102644;232.635;2018-08-30
Al B. Back Zet;Al B. Back Zet (S);30103249;166.778;2018-08-30
Freule Idzarda;Freule Idzarda (NL);30103452;166.765;2018-08-30
Tristan Dalimo;Tristan Dalimo (DK);30100120;168.193;2018-08-30
Don Carlos D.E.;Don Carlos D.E. (DE);30100008;186.540;2018-08-30
Smygens Maja;Langlands Maja;30098600;0;2018-08-29
Son Of Sizzling;Sizzling;30008392;0;2018-08-29
Categorical;Categorical*;30092139;284.862;2018-08-29
Magic Tile;Magic Tile*;30095053;184.504;2018-08-29
Easy Creation;Easy Creation*;30093999;150.642;2018-08-29
Hard Times;Hard Times*;30094083;1.935.804;2018-08-29
Hard One;Hard Times*;30094083;0;2018-08-29
Quality Fighter;Quality Fighter*;30093796;380.429;2018-08-29
Guli Roy;Guli Rubin* (S);30094635;93.819;2018-08-28
Strong Case;Amazing Case;30094432;24.802;2018-08-28
B.W.Prinsen;B.W.Erstin* (S);30095537;440.115;2018-08-28
Rappodina;Rapp Odin;30034620;62.874;2018-08-28
B.W.Laika;B.W.Gulliver* (S);30045863;67.294;2018-08-28
B.W.Anna;Anna K.B.;30082219;46.664;2018-08-28
Dream Cash;Cash Street;30077984;91.363;2018-08-28
Stoletheshow;Stoletheshow*;30099957;499.959;2018-08-28
Beaks Manello;Beaks Manello*;30098487;56.752;2018-08-28
B.W.Rune;B.W.Sture* (S);30100679;212.690;2018-08-28
Eld Rask;Eld Rask* (S);30113954;830.128;2018-08-28
Abby Sisa;Abby Sisa (DK);30113690;49.782;2018-08-27
Tarita Del Sile;Tarita Del Sile (IT);30115210;538.094;2018-08-27
B.W.Sessa;B.W.Sture* (S);30100679;96.570;2018-08-27
Ingemar Palema;Ingemar Palema (S);30100696;380.198;2018-08-27
Sugar Road;Sugar Road (S);30100041;114.067;2018-08-27
Hugo Bäck;Hugo Bäck* (S);30100407;299.327;2018-08-27
Victor Hastrup;Victor Hastrup (DK);30098437;227.893;2018-08-27
Messina;B.B. Messi;30097692;0;2018-08-27
Paddington;Paddington Face (S);30107884;0;2018-08-27
Rolls Royal;Rolls Royal* (S);30107367;105.351;2018-08-27
Normandy Flax;Normandy Flax (S);30107301;95.836;2018-08-27
Tekno Eld;Tekno Eld* (S);30107117;1.945.294;2018-08-27
Stjärnblomster;Stjärnblomster* (S);30106669;764.848;2018-08-27
Mellby Frodo;Mellby Frodo (S);30106031;63.648;2018-08-27
Ricochet Face;Ricochet Face (S);30109913;284.531;2018-08-27
Eye Of The Tiger N.L.;Eye Of The Tiger N.L. (NL);30110156;441.623;2018-08-27
Merles Wood;Merles Wood* (S);30111103;16.000;2018-08-27
Månlykke A.M.;Månprinsen A.M.* (S);30077665;256.898;2018-08-27
Photo Fighter;Photo Frecel;30082815;0;2018-08-27
Nice In Nice;Ice in Bitch* (S);30081293;0;2018-08-27
B.W.Mimmi;B.W.Modde* (S);30080751;99.320;2018-08-27
Birk Støvern;Borka Støvern;30085753;0;2018-08-27
Montego Bay;Oyster Bay* (S);30075953;0;2018-08-27
Børke Loke;Børke Luna;30023966;0;2018-08-27
Actress Superb;Mistress Superb;30023718;0;2018-08-27
Arne Martin;Horgen Arne*;132578;0;2018-08-27
Hilton B.R.;Routine B.R.;30020164;0;2018-08-27
Alsaker Dragon;Dragon S.;27738;0;2018-08-27
Moddelina;Todden;126398;215.342;2018-08-27
Easy Winner;Super Easy;131016;0;2018-08-27
Trust Boom Bay;Trust Boom Bay (DK);30094778;490.427;2018-08-27
Delicious Me;Be Delicious* (S);30095144;0;2018-08-27
Lygna Gutten;Lygna Spretten;30092736;0;2018-08-27
Bjørlifix;Bjørlifix*;30093407;336.472;2018-08-27
Brenne Bitti;Brenne Blissi;30087896;107.573;2018-08-27
Høibygjerven;Viggjerva;30088085;0;2018-08-26
Moonrise;Moonzori*;30088179;0;2018-08-26
Jaccaroo;Jaccaroo (S);30092564;881.049;2018-08-26
Man Of Steel;Penny of Man* (S);30094168;0;2018-08-26
H.B. Nikita;H.B. Lykkesvarta;129542;0;2018-08-26
Solmann;Kellmann;41349;0;2018-08-26
Federico;Federer (US);30013827;0;2018-08-26
Eva Maria;Maria Nova;30023825;0;2018-08-26
Møy Elden;Stjerne Møy;30035522;0;2018-08-26
Krokstad Almira;Krokstad Juvita;30036206;0;2018-08-26
Crimson Pirate;Crimson Pirate (S);30060152;870.128;2018-08-26
Jormine;Jormai;30077147;0;2018-08-26
Stensvik Tjorven;Stensvik Martin;30067050;0;2018-08-26
Livi Lady;Livi Heaven (S);30085430;54.513;2018-08-26
Bergkrystall;Crystals Star;30084551;0;2018-08-26
Proud Of My Heritage;Prince Of My Heart;30077772;0;2018-08-26
Daddy's Angel;Daddy's Angel (S);30107906;115.000;2018-08-26
Borga Go On;Borga Go On (S);30096797;169.248;2018-08-26
Time for Money;Time for Money (S);30100701;162.035;2018-08-26
Brasil;Brasil (DK);30100729;239.361;2018-08-26
Arild Mølgård;Arild Mølgård (DK);30100724;129.327;2018-08-26
Catch Challenger;Catch Challenger* (DK);30117686;5.497;2018-08-26
Sangria Knight;Sangria Knight (S);30113834;437.701;2018-08-26
Paulino;Paulino (DE);30116790;57.391;2018-08-25
Egon Lobell;Egon Lobell (NL);30101301;127.674;2018-08-25
Aladyforyou;Aladyforyou (DK);30102036;191.622;2018-08-25
Hopeful Tooma;Hopeful Tooma (S);30097239;339.647;2018-08-25
Daarling Am;Daarling Am (S);30105452;157.444;2018-08-25
Cash Converter;Cash Converter (S);30110040;394.110;2018-08-25
Loquito Star;Loquito Star* (S);30108018;163.846;2018-08-25
Åsa O.K.;Pasadena O.K.* (IT);30082320;0;2018-08-25
O.M.X. Twenty;O.M.X. Twenty (DK);30065072;482.384;2018-08-25
Åspe Prinsen;Aspe Olov* (S);30070753;260.500;2018-08-25
On Stride;On Stride (US);30072318;423.473;2018-08-25
Holen Jerven;Holen Drengen;30052149;0;2018-08-25
Uberg Jerken;Solberg Jerkeld*;30022989;0;2018-08-25
Åse Elden;Kleppe Åse;30006644;287.000;2018-08-25
Fata Morgana;Morgana;129764;0;2018-08-25
Doremi;Doremi (S);30093801;293.053;2018-08-25
Delec Hanover;Delec Hanover (US);30095772;453.000;2018-08-25
Whistleblower;Whistleblower (S);30095723;56.035;2018-08-25
Önas Julius;Önas Julius (S);30088973;413.097;2018-08-25
Will Kvikk;Will Prinsen;30088611;0;2018-08-25
Rimini Lavec;Rimini Lavec (S);30086792;181.546;2018-08-25
Willmin;Millminx;30089118;0;2018-08-25
Trespasser;Trespasser (S);30089018;325.000;2018-08-24
Glazier's Support;Glazier's Support*;30089345;172.029;2018-08-24
Minnie Madness;Minnie Madness (US);30089936;274.500;2018-08-24
Snøvsen;Snøvsen (DK);30090133;244.029;2018-08-24
Utano Marancourt;Utano Marancourt* (FR);30095225;217.912;2018-08-24
Balder Perla;Mellem Perla;125433;0;2018-08-24
Hovde Elden;Voster Elden;117743;0;2018-08-24
Frosta;Frost;30022960;0;2018-08-24
Mo Mio;Rigel Mio;30022003;0;2018-08-24
Black Friday;Freaky Friday;30059921;0;2018-08-24
Tin Ada;Tin Anna;30034265;0;2018-08-24
My Young;Miss Young;30025994;0;2018-08-24
Valle Frøya;Vesle Frøya;30030797;0;2018-08-24
Queen Of The Sea;Prince of the Sea* (S);30070472;0;2018-08-24
Tayno Rosemary;Tayno Star;30074223;0;2018-08-24
King Bricois;Bricois Way;30067893;0;2018-08-24
Donato Dream;Nato Dream* (US);30083873;0;2018-08-24
Gringo Boko;Gringo Boko (NL);30109954;164.624;2018-08-24
Tiller;Tiller (S);30111317;276.477;2018-08-24
Sjøli Rauen;Sjøli Frøkna;30105035;0;2018-08-24
O.M. Erinus;O.M. Erinus (S);30106080;48.000;2018-08-24
Babycat;Babycat (DK);30105612;171.980;2018-08-24
Exit River;Exit River (S);30101959;153.308;2018-08-24
Princess Corner;Princess Corner (DE);30115987;0;2018-08-24
Bastian Lendalund;Bastian Lendalund* (DK);30116263;205.776;2018-08-23
Brage Hindø;Brage Hindø (DK);30114773;125.492;2018-08-23
Harley D.E.;Harley D.E. (DE);30113006;142.040;2018-08-23
Aspire;Aspire (S);30112886;86.600;2018-08-23
Happy N.L.;Happy N.L. (NL);30112343;78.809;2018-08-23
Deepak Am;Deepak Am* (S);30112709;166.601;2018-08-23
Falcon Dragon;Falcon Dragon (DE);30111846;425.133;2018-08-23
Tahiti Lady;Tahiti Lady (S);30111902;82.000;2018-08-23
Floris Baldwin;Floris Baldwin (NL);30112270;703.858;2018-08-23
Emilio Scott;Emilio Scott (NL);30101306;95.669;2018-08-23
Thomson;Thomson* (S);30101569;332.766;2018-08-23
In Håleryd;In Håleryd (S);30101817;376.619;2018-08-23
Donatomite;Donatomite (US);30103938;1.616.946;2018-08-23
Bestbyarsenal;Bestbyarsenal (DK);30100728;296.949;2018-08-23
Merles Simone;Merles Simone* (S);30100720;759.341;2018-08-23
Encore un Sisu;Encore un Sisu (S);30098552;109.000;2018-08-23
Faust Boko;Faust Boko (S);30106575;167.702;2018-08-23
Uendy Z.S.;Uendy Z.S. (IT);30105060;384.557;2018-08-23
Noble Dancer;Noble Dancer* (S);30107858;178.143;2018-08-23
Somolli's Love;Somolli's Love* (S);30107368;114.203;2018-08-23
A.D. Sleipner;A.D. Sleipner (DK);30107262;310.944;2018-08-23
Going Transs R.;Going Transs R. (NL);30110705;283.831;2018-08-23
Southwind Gizzel;Southwind Gizzel (US);30108041;393.037;2018-08-23
Tuileries;Tuileries (DK);30108265;214.391;2018-08-23
Always So Easy;Always So Easy (S);30108273;516.080;2018-08-23
Xanthis Amazing;Xanthis Amazing* (S);30108495;609.102;2018-08-23
Cirkeline Day;Cirkeline Day (DK);30108839;104.260;2018-08-23
Patricia Hastrup;Patricia Hastrup (DK);30067399;2.574.925;2018-08-23
