Heste_navn;Navn;Id_nr;inntjent;Dato
Deepak Am;Deepak Am* (S);30112709;178.601;2018-10-02
Hammars Cina;Hammars Cina* (S);30111985;192.800;2018-10-02
Voje Eldin;Voje Eldina;30038423;0;2018-10-01
Voje Piril;Voje Pia;30077378;0;2018-10-01
Lille Frøken Støen;Vesle Frøken Støen;30073559;0;2018-10-01
Dante Kievitshof;Dante Kievitshof (DE);30094170;199.393;2018-10-01
Kemas Starlight;Kemas Starlight (S);30095275;387.392;2018-10-01
P.O. Super Star;P.O. Super Star (S);30096275;413.464;2018-10-01
Universal Point;Universal Point*;30089898;82.336;2018-10-01
Önas Julius;Önas Julius (S);30088973;426.097;2018-10-01
Rommy F.H.;Rommy F.H. (DK);30090296;83.675;2018-10-01
Prime Directive;Prime Directive (S);30111316;89.503;2018-10-01
Zeen av Ekbacka;Zeen av Ekbacka (S);30097617;235.572;2018-10-01
Victor Hastrup;Victor Hastrup (DK);30098437;246.893;2018-10-01
Sugarbaby;Sugarbaby (S);30099752;428.026;2018-10-01
Trophydore;Trophydore (DK);30100858;227.375;2018-10-01
Merles Simone;Merles Simone* (S);30100720;759.341;2018-09-26
Elma's Rose;Elma's Rose* (S);30100352;214.877;2018-09-26
Carro's Girl;Carro's Girl* (S);30102108;619.674;2018-09-26
American Cheque;American Cheque (US);30109455;656.380;2018-09-26
Bad Nite Call Saul;Bad Nite Call Saul (US);30107206;264.500;2018-09-26
Colonel Cantab;Colonel Cantab (US);30105019;355.447;2018-09-26
Bom Simoni;Bom Simoni (DK);30105479;227.653;2018-09-26
Hades Håleryd;Hades Håleryd (S);30090540;811.277;2018-09-26
Intrepid Ibex;Intrepid Ibex (S);30096756;235.318;2018-09-26
Ronato;Ronato (US);30096053;680.000;2018-09-26
Rem Odin;Rem Odin*;30067402;309.596;2018-09-26
Dirtballer;Dirtballer (US);30085478;110.000;2018-09-26
Bianca Sisa;Bianca Sisa (DK);30113691;81.433;2018-09-26
Bastian Lendalund;Bastian Lendalund* (DK);30116263;205.776;2018-09-26
Do it Fass;Do it Fass* (FR);30118619;95.041;2018-09-26
Vincent;Vincent (IT);30115542;268.990;2018-09-26
M.S. Triple J.;M.S. Triple J. (US);30115983;336.495;2018-09-26
Floyd Fortuna;Floyd Fortuna* (DE);30118844;298.810;2018-09-26
Miss Judy;Miss Judy* (S);30116828;11.466;2018-09-25
Dressed for Succes;Dressed for Succes (NL);30113076;234.460;2018-09-25
Fly at Home;Fly at Home (S);30113215;38.000;2018-09-25
Tedo O.K.;Tedo O.K. (IT);30111969;138.329;2018-09-25
Happy Dragon;Happy Dragon (DE);30112335;104.050;2018-09-25
Always the Best;Always the Best* (DK);30113029;130.360;2018-09-25
Jetcane Harvester;Jetcane Harvester* (S);30085302;244.117;2018-09-25
Escape Boko;Escape Boko (S);30083615;276.330;2018-09-25
Prins Balder;Prins Balder*;30052905;101.903;2018-09-25
Delec Hanover;Delec Hanover (US);30095772;453.000;2018-09-25
Iron Lion Zion;Iron Lion Zion (DE);30096208;78.500;2018-09-25
See U. Soon D.K.;See U. Soon D.K. (DK);30094847;244.059;2018-09-25
Joe Frazier;Joe Frazier (S);30094188;267.355;2018-09-25
Summerside;Summerside (IT);30092515;278.674;2018-09-25
Rimini Lavec;Rimini Lavec (S);30086792;181.546;2018-09-25
Call the Judge;Call the Judge (S);30090159;139.015;2018-09-25
Bolette Tinghøj;Bolette Tinghøj (DK);30105101;137.771;2018-09-25
Judd Trump;Judd Trump (DE);30107059;59.677;2018-09-25
Frankel D.E.;Frankel D.E. (DE);30107933;278.160;2018-09-25
Spirit Yankee;Spirit Yankee* (S);30110563;122.933;2018-09-25
Ricochet Face;Ricochet Face (S);30109913;295.531;2018-09-25
Cirkeline C.N.;Cirkeline C.N. (DK);30108623;69.500;2018-09-25
Tristan Dalimo;Tristan Dalimo (DK);30100120;182.193;2018-09-25
Ursula D.;Ursula D. (DK);30099806;312.287;2018-09-25
Imperium Bo;Imperium Bo (DE);30099622;190.377;2018-09-25
Trytobe;Trytobe* (S);30099668;271.474;2018-09-25
Superfly Effe;Superfly Effe (IT);30099676;212.258;2018-09-25
Octavius Harvester;Octavius Harvester* (S);30097856;100.127;2018-09-25
Dave Briggs;Dave Briggs (US);30097654;382.494;2018-09-25
Kerosene;Kerosene* (S);30097168;130.641;2018-09-25
Walker Jade;Walker Jade* (S);30097192;239.456;2018-09-25
Victor Hastrup;Victor Hastrup (DK);30098437;230.893;2018-09-24
Cabelino;Cabelino (S);30109127;49.000;2018-09-24
Rommy F.H.;Rommy F.H. (DK);30090296;83.675;2018-09-24
Royal Unibrew;Royal Unibrew* (S);30112318;0;2018-09-24
Wunder's Caviar;Wunder's Caviar (S);30114577;0;2018-09-24
Dania Hornline;Dania Hornline* (S);30116423;122.552;2018-09-24
Umaticaya;Umaticaya (IT);30117520;996.679;2018-09-23
Bless You;Bless You (DK);30115457;45.487;2018-09-23
Avenir d'Inverne;Avenir d'Inverne* (S);30118828;45.976;2018-09-23
Hamptons;Hamptons (DE);30093354;434.023;2018-09-23
P.O. Super Star;P.O. Super Star (S);30096275;409.964;2018-09-23
Gigant Super;Gigant Super*;30051043;449.166;2018-09-23
Silkespika;Silkespika*;30085918;283.355;2018-09-23
Balder Tøffen S.K.;Balder Tøffen S.K.*;30083362;40.710;2018-09-23
Wagtail Happyharry;Wagtail Happyharry (S);30078549;61.000;2018-09-23
Røyns Nora;Røyns Nora*;30066176;218.546;2018-09-23
Eye Of The Tiger N.L.;Eye Of The Tiger N.L. (NL);30110156;461.623;2018-09-23
Tiller;Tiller (S);30111317;288.477;2018-09-23
Merles Simone;Merles Simone* (S);30100720;759.341;2018-09-23
Global Stardust;Global Stardust* (S);30101722;93.284;2018-09-23
Wayne Brogård;Wayne Brogård (DK);30104252;477.373;2018-09-22
Trophydore;Trophydore (DK);30100858;224.375;2018-09-22
Egon Lobell;Egon Lobell (NL);30101301;127.674;2018-09-22
Zeen av Ekbacka;Zeen av Ekbacka (S);30097617;227.572;2018-09-22
Tom Tom des Agets;Tom Tom des Agets (FR);30096953;699.742;2018-09-22
Tiria Jet;Tiria Jet (IT);30099990;187.163;2018-09-22
Uncle Wise As;Uncle Wise As (IT);30111384;186.763;2018-09-22
Garfieldz Prinze;Garfieldz Prinze (S);30111309;252.444;2018-09-22
Tuileries;Tuileries (DK);30108265;268.391;2018-09-22
Loquito Star;Loquito Star* (S);30108018;172.846;2018-09-22
Speed and Power;Speed and Power (S);30107928;19.000;2018-09-22
Asterix M.;Asterix M. (DK);30107414;50.641;2018-09-22
Rolls Royal;Rolls Royal* (S);30107367;109.351;2018-09-22
Tracy Kronos;Tracy Kronos (IT);30104909;370.264;2018-09-22
Våril Blæsa;Mai Blæsa;30066534;0;2018-09-22
O.M.X. Twenty;O.M.X. Twenty (DK);30065072;487.384;2018-09-22
Åspe Prinsen;Aspe Olov* (S);30070753;265.500;2018-09-22
Aragorn Wibb;Aragorn Wibb (S);30082971;254.385;2018-09-22
Bleeding Heart;Bleeding Heart (US);30085380;283.000;2018-09-22
Broadway;Thai Broadway;30052179;83.065;2018-09-22
Kleppe Nido;Voje Nido;126375;0;2018-09-22
Uberg Jerken;Solberg Jerkeld*;30022989;0;2018-09-22
Whistleblower;Whistleblower (S);30095723;62.035;2018-09-22
Grace Yoga;Grace Yoga* (S);30095956;101.727;2018-09-22
Dante Kievitshof;Dante Kievitshof (DE);30094170;195.393;2018-09-22
Trust Boom Bay;Trust Boom Bay (DK);30094778;490.427;2018-09-22
Anthony Downs;Anthony Downs (DK);30093455;251.500;2018-09-22
Johnny Boy F.;Johnny Boy F. (US);30090418;217.000;2018-09-22
Broadway Blaze;Broadway Blaze (US);30091034;317.255;2018-09-22
Elvis Ruda;Elvis Ruda (S);30112253;153.854;2018-09-22
Champlain;Champlain (DE);30111610;117.447;2018-09-22
Happy N.L.;Happy N.L. (NL);30112343;78.809;2018-09-21
Corhava De Torvic;Corhava De Torvic* (FR);30114863;129.883;2018-09-21
Chipie d'Yvi;Chipie d'Yvi* (FR);30117476;235.383;2018-09-21
Paulino;Paulino (DE);30116790;72.391;2018-09-21
Victor Ideal;Victor Ideal (EE);30090539;82.899;2018-09-21
Rommy F.H.;Rommy F.H. (DK);30090296;83.675;2018-09-21
Saturn;Saturn (DK);30092052;144.485;2018-09-21
Doremi;Doremi (S);30093801;296.053;2018-09-21
Alsaker Dragon;Dragon S.;27738;0;2018-09-21
Åsa O.K.;Pasadena O.K.* (IT);30082320;0;2018-09-21
Explosive Rain;Expecting Rain;30078776;0;2018-09-21
Cayman Bee;Cayman Bee (DK);30099176;57.584;2018-09-21
Dame Amok;Dame Amok (S);30097698;55.647;2018-09-21
Luxury Tile;Luxury Tile (S);30100079;329.576;2018-09-21
Freule Idzarda;Freule Idzarda (NL);30103452;171.765;2018-09-21
Exit River;Exit River (S);30101959;160.308;2018-09-21
Columbus Sisu;Columbus Sisu (S);30102125;212.250;2018-09-21
Al B. Back Zet;Al B. Back Zet (S);30103249;175.778;2018-09-20
H.G.Braga;H.G.Braga* (S);30100376;69.919;2018-09-20
Hoogerland;Hoogerland (DE);30097242;326.588;2018-09-20
Hopeful Tooma;Hopeful Tooma (S);30097239;344.147;2018-09-20
Capitano S.L.;Capitano S.L. (S);30099810;22.000;2018-09-20
Tres Bien I.T.;Tres Bien I.T. (IT);30105712;172.658;2018-09-20
Babycat;Babycat (DK);30105612;178.980;2018-09-20
Zola Sirena;Zola Sirena (S);30105804;171.037;2018-09-20
Kissy's Icon;Kissy's Icon* (S);30107642;38.949;2018-09-20
Västerbo Loire;Västerbo Loire* (S);30106983;181.842;2018-09-20
Don di Quattro;Don di Quattro (S);30108126;393.157;2018-09-20
Final Countdown;Final Countdown (NL);30108898;131.639;2018-09-20
Igor;Igor* (S);30108613;21.289;2018-09-20
Very Esterel;Very Esterel (DK);30108821;491.741;2018-09-20
Winner Vang;Winner Vang (DK);30085240;219.937;2018-09-20
The Special One U.S.;The Special One U.S. (US);30094097;537.500;2018-09-20
Tyson Hastrup;Tyson Hastrup (DK);30094895;98.392;2018-09-20
Unik Gardenia;Unik Gardenia (DK);30094896;190.784;2018-09-20
Titanio;Titania;30095267;156.236;2018-09-20
Sidsel;Sidsel (DK);30095461;392.833;2018-09-20
Silas Hovmand;Silas Hovmand (DK);30090310;542.549;2018-09-20
Glazier's Support;Glazier's Support*;30089345;175.029;2018-09-20
Stone Muscles;Stone Muscles (US);30088727;185.875;2018-09-20
Global Undefeded;Global Undefeded (S);30116691;60.000;2018-09-20
Armagedon Vivel;Armagedon Vivel (DK);30114841;200.219;2018-09-20
Chris K.;Chris K. (DK);30115020;45.050;2018-09-20
A Child;A Child (DK);30115543;49.344;2018-09-20
What You Want;What You Want (DE);30115999;185.429;2018-09-20
Olimpo Doc;Olimpo Doc (S);30114668;58.934;2018-09-20
Grace Scott;Grace Scott (NL);30113070;121.050;2018-09-20
Harley D.E.;Harley D.E. (DE);30113006;147.040;2018-09-19
Boynton;Boynton (S);30115465;140.024;2018-09-19
Tarita Del Sile;Tarita Del Sile (IT);30115210;541.594;2018-09-19
New Yankee;New Venue;30088271;0;2018-09-19
Kemas Starlight;Kemas Starlight (S);30095275;387.392;2018-09-19
Tempo Lund;Tempo Lund (DK);30094087;130.188;2018-09-19
Kong Henry;Kong Henry*;30078508;540.021;2018-09-19
Milles Standpoint;Milles Tempo* (S);30081638;0;2018-09-19
Kjappen;Rappen;30083138;0;2018-09-19
C.C. Queen;C.C. Queen*;30068574;632.234;2018-09-19
Cyria;Cyrinda* (S);30044200;0;2018-09-19
Southwind Gizzel;Southwind Gizzel (US);30108041;447.037;2018-09-19
Rasken Q.C.;Rasken Q.C. (S);30108275;126.403;2018-09-19
Spirit Yankee;Spirit Yankee* (S);30110563;122.933;2018-09-19
Aptitude;Aptitude (DK);30107386;99.671;2018-09-19
Uendy Z.S.;Uendy Z.S. (IT);30105060;406.557;2018-09-19
Sugarbaby;Sugarbaby (S);30099752;428.026;2018-09-19
Valnes Gwyneth;Valnes Gwyneth (S);30097830;127.697;2018-09-19
Miss Åslanda;Miss Åslanda* (S);30100433;532.797;2018-09-19
Sugar Road;Sugar Road (S);30100041;133.067;2018-09-19
Åsaoline;Soline;30103143;88.794;2018-09-19
Pirat Pia;Pirat Pia* (S);30102376;56.121;2018-09-18
Global Stardust;Global Stardust* (S);30101722;93.284;2018-09-18
Kick Off T.J.;Kick Off T.J.* (S);30101567;119.754;2018-09-18
Seek and Destroy;Seek and Destroy* (S);30101350;593.636;2018-09-18
Ingemar Palema;Ingemar Palema (S);30100696;390.198;2018-09-18
The Secret Light;The Secret Light (DK);30099425;364.412;2018-09-18
Bom Simoni;Bom Simoni (DK);30105479;221.653;2018-09-18
Beauregard;Beauregard (DE);30105473;228.399;2018-09-18
O.M. Erinus;O.M. Erinus (S);30106080;51.000;2018-09-18
Javier Palema;Javier Palema (S);30107343;503.918;2018-09-18
Mara Boudream;Mara Boudream (S);30107434;124.811;2018-09-18
Ricochet Face;Ricochet Face (S);30109913;288.531;2018-09-18
Ejakval Boko;Ejakval Boko (NL);30110948;210.976;2018-09-18
Västerbo Sea Star;Västerbo Sea Star* (S);30108604;133.816;2018-09-18
Ruthless;Ruthless* (S);30108071;62.743;2018-09-18
On Track Paul;On Track Paul (S);30108765;45.403;2018-09-18
Welcome S.E.;Welcome S.E. (S);30109285;548.389;2018-09-18
I'm Kodiak;I'm Ken;30023716;0;2018-09-18
Nordby Flamme;Nordby Sleipner;30034725;0;2018-09-18
Troll;Troll Turbo;126211;0;2018-09-18
Eld Best;Tele Best*;126191;0;2018-09-18
Rem Odin;Rem Odin*;30067402;306.596;2018-09-18
Fast Track;Fast Take* (US);30061750;98.449;2018-09-18
Gråberg Blessen;Skiberg Blesa;30074187;0;2018-09-18
Rein Flax;La Reina;30077239;0;2018-09-18
Chanto Blue Star;Chanto Blue Star*;30085174;38.881;2018-09-18
Ny Komet;Ny Komet* (S);30094266;389.009;2018-09-18
Wanna be a Star;Wanna be a Star* (S);30095244;100.427;2018-09-18
O.M. Corpentino;O.M. Corpentino (S);30095556;153.516;2018-09-18
Cash On Time;Always On Time;30089431;0;2018-09-18
Universal Point;Universal Point*;30089898;82.336;2018-09-18
Turboline D.K.;Turboline D.K. (DK);30090225;613.135;2018-09-18
Call Me Fox;Call Me Hanover* (US);30092924;0;2018-09-18
Brainy;Brainy (DK);30115400;39.889;2018-09-18
Skytten Lisl;Skytten Lisl* (S);30115271;300.020;2018-09-18
Bivo Torkdahl;Bivo Torkdahl (DK);30114879;331.994;2018-09-18
Gassman's Evert;Gassman's Evert* (S);30115707;365.502;2018-09-18
Beloved Diamond;Beloved Diamond (CA);30115763;51.685;2018-09-18
Miss Judy;Miss Judy* (S);30116828;9.466;2018-09-18
Bear Anemone;Bear Anemone* (S);30113031;98.061;2018-09-18
Hands Up;Hands Up (NL);30113276;58.894;2018-09-18
Sangria Knight;Sangria Knight (S);30113834;437.701;2018-09-17
Prayer Ås;Prayer Ås (S);30087218;559.585;2018-09-17
Queasy;Queasy (S);30095408;1.963.334;2018-09-17
Federico;Federer (US);30013827;0;2018-09-17
Høiby Håkon;Sima Håkon;30038919;0;2018-09-17
Last Advice Genius;Gangster Advice (S);30050701;0;2018-09-17
Crimson Pirate;Crimson Pirate (S);30060152;870.128;2018-09-17
Daddy's Angel;Daddy's Angel (S);30107906;129.000;2018-09-17
Solan Borken;Kolnes Borken;30098559;0;2018-09-17
Janske;Janske (DE);30099745;232.905;2018-09-17
Taxi Jane;Taxi Jane* (S);30096964;185.921;2018-09-17
Arild Mølgård;Arild Mølgård (DK);30100724;139.327;2018-09-17
Brasil;Brasil (DK);30100729;243.361;2018-09-17
Bork Lill;Bork Mia;30103958;0;2018-09-17
Teddy Boy O.K.;Teddy Boy O.K. (IT);30104084;295.236;2018-09-16
Solina;Soline;30103143;0;2018-09-16
Cool Canadian;Cool Canadian (S);30101137;249.153;2018-09-16
Solitario Jet;Solitario Jet (IT);30100915;285.029;2018-09-16
Doctor Joe;Doctor Joe (S);30098229;313.834;2018-09-16
Place Your Bet;Place Your Bet (S);30107020;278.129;2018-09-16
Bad Nite Call Saul;Bad Nite Call Saul (US);30107206;246.500;2018-09-16
Tuileries;Tuileries (DK);30108265;252.391;2018-09-16
Åsrud Rappa;Ådnes Rappa;30034769;106.264;2018-09-16
Balder Perla;Mellem Perla;125433;0;2018-09-16
Kolbu John;Kolnes John;30083186;0;2018-09-16
Escape Boko;Escape Boko (S);30083615;272.830;2018-09-16
Looking Sharp;Looking Superb;30087358;0;2018-09-16
Fender Boko;Fender Boko (S);30088539;224.500;2018-09-16
Simoni's Kaj;Simoni's Kaj (DK);30088925;165.962;2018-09-16
Önas Julius;Önas Julius (S);30088973;426.097;2018-09-16
Trespasser;Trespasser (S);30089018;334.000;2018-09-16
Princess Corner;Princess Corner (DE);30115987;24.000;2018-09-16
What You Want;What You Want (DE);30115999;185.429;2018-09-15
Glennis Attack;Glennis Attack (DE);30113728;139.508;2018-09-15
Happy Dragon;Happy Dragon (DE);30112335;104.050;2018-09-15
Ellys Jet;Ellys Dream;30089887;0;2018-09-15
Toto;Toto (DK);30092462;553.498;2018-09-15
Amazona River;Amazona;30079727;0;2018-09-15
Flytlan;Flyten;30076990;0;2018-09-15
Flytman;Flyten;30076990;0;2018-09-15
Bazinga;Zing;30068830;0;2018-09-15
Erga Viking;Erga Odin;30034617;0;2018-09-15
Velvatter;Velvet Tibur;30045018;131.337;2018-09-15
Tiras Hellina T.G.;Tiramisu G.T.;30038670;0;2018-09-15
Daddys Cool;Cool Vacation;30056674;0;2018-09-15
Vimse Oda;Vimse Molly;30055485;0;2018-09-15
Grude Sussi;Troll Tussi;30054656;0;2018-09-15
Cash Converter;Cash Converter (S);30110040;413.610;2018-09-15
Frankel D.E.;Frankel D.E. (DE);30107933;266.160;2018-09-15
Queenswood;Queenswood (DE);30098007;423.703;2018-09-15
Tom Tom des Agets;Tom Tom des Agets (FR);30096953;699.742;2018-09-15
Soma Kongen;Soma Odin;30096925;0;2018-09-15
Urakas Gilbak;Urakas Gilbak (DK);30097070;678.152;2018-09-15
Lucky Strongman;Lucky Strongbow;30103659;0;2018-09-15
Calle Caviar;Calle Laday* (S);30103984;0;2018-09-15
Kjærumguten;Kjærumjenta;30097338;0;2018-09-14
Exciting Chip;Exciting Chip (S);30107263;116.000;2018-09-14
Bear Man;Bear Man (S);30105455;41.000;2018-09-14
Tracy Kronos;Tracy Kronos (IT);30104909;366.764;2018-09-14
Octopus Avenue;Octopus Avenue (S);30104751;3.000;2018-09-14
Babe;Babe (DK);30109690;50.642;2018-09-14
Tiller;Tiller (S);30111317;288.477;2018-09-14
Cabelino;Cabelino (S);30109127;46.000;2018-09-14
Wiggle It Jiggleit;Ziggly Wiggly (NL);30056046;0;2018-09-14
Under;Down Under (DE);30053496;0;2018-09-14
Spot On;Hot Spot Power;30060271;0;2018-09-14
Juni Prinsen;Juni Rosa;30039443;0;2018-09-14
Thai Athena;Athena Ås* (S);30025469;0;2018-09-14
Rams Gutten;Rams Even;127357;0;2018-09-14
Tib Roxanne;Tib Winner;124530;0;2018-09-14
G.G. Anna;Anna Sign (S);30017236;0;2018-09-14
Arne Martin;Horgen Arne*;132578;0;2018-09-14
Sweet Lins;Sweet Life;30069362;0;2018-09-14
Kolnes Line;Kolnes Tine;30083185;0;2018-09-14
Skøy Oda;Skøy Viktoria;30082051;0;2018-09-14
Hafell Mari;Hafell Storm;30086137;0;2018-09-14
Red Team Rex;Red Team Rex (IT);30092765;992.906;2018-09-14
Hades Håleryd;Hades Håleryd (S);30090540;805.277;2018-09-14
Waikiki Man;Waikiki Man (DK);30091914;541.489;2018-09-14
Come Fly With Me;Walk With Me* (S);30090649;0;2018-09-14
Valokaja Hindø;Valokaja Hindø (DK);30095988;1.258.462;2018-09-14
Sirius Djerv;Storm Sirius;30094052;0;2018-09-14
Royal Unibrew;Royal Unibrew* (S);30112318;0;2018-09-14
Tilly Queen S.O.;Quick Tilly (S);30111990;0;2018-09-14
Abby Sisa;Abby Sisa (DK);30113690;52.782;2018-09-14
Global Almighty;Almighty Boogie* (FI);30114939;0;2018-09-14
Umaticaya;Umaticaya* (IT);30117520;993.179;2018-09-14
Dania Hornline;Dania Hornline* (S);30116423;122.552;2018-09-14
Ila Håleryd;Ila Håleryd (S);30115019;251.211;2018-09-13
Bivo Torkdahl;Bivo Torkdahl (DK);30114879;331.994;2018-09-13
Armagedon Vivel;Armagedon Vivel (DK);30114841;195.219;2018-09-13
Grace Scott;Grace Scott (NL);30113070;118.050;2018-09-13
Aspire;Aspire (S);30112886;86.600;2018-09-13
Barbarella;Barbarella (DE);30112347;272.473;2018-09-13
Birk Lyana;Grane Birk;30093941;0;2018-09-13
Kor Brage;Kor Blæsen;30093606;0;2018-09-13
Unik Gardenia;Unik Gardenia (DK);30094896;187.784;2018-09-13
Tyson Hastrup;Tyson Hastrup (DK);30094895;93.392;2018-09-13
Elize Boko;Elize Boko (NL);30095927;168.767;2018-09-13
Swinging Face;Swinging Face (DK);30090866;253.134;2018-09-13
Rommy F.H.;Rommy F.H. (DK);30090296;83.675;2018-09-13
Mykle Kaisa;Perle Kaisa;30088544;0;2018-09-13
Rock Me;Rock Me* (S);30085471;0;2018-09-13
Elsås Lykke;Elsås Lisa;30084069;0;2018-09-13
Bleeding Heart;Bleeding Heart (US);30085380;283.000;2018-09-13
Børke Brage;Børke Bertine;30077846;0;2018-09-13
Bol Torina;Bol Tore;30077601;0;2018-09-13
Fancy Junior;Fancy Viktor* (S);30065977;0;2018-09-13
Steine Solan;Smedheim Solan;30077243;0;2018-09-13
Roberto D.K.;Roberto D.K. (DK);30076693;569.000;2018-09-13
Enjoythevictory S.C.;Enjoythewinner S.C.;30074216;0;2018-09-13
Run To You;You To Hunk* (S);30074915;0;2018-09-13
Svindyr;Svintina;30005490;0;2018-09-13
Ruskeli Frøkna;Ruskeli Frøya;30017476;0;2018-09-13
Kali Nzuri;Kalima;30018196;0;2018-09-13
Hoppestuss Pila R.S.;Kolnes Pila*;30019910;0;2018-09-13
Birk Lila;Heikle Birk;30022878;0;2018-09-13
Birk Rapp;Varberg Rapp;127119;0;2018-09-13
Kristine M.;Kristina M. (DE);30023952;0;2018-09-13
Rams Solan;Solan;30036421;0;2018-09-13
Holen Jerven;Holen Drengen;30052149;0;2018-09-13
Broadway;Thai Broadway;30052179;83.065;2018-09-13
Final Countdown;Final Countdown (NL);30108898;117.639;2018-09-13
Very Esterel;Very Esterel (DK);30108821;489.741;2018-09-13
Don di Quattro;Don di Quattro (S);30108126;391.157;2018-09-13
Tallahassee;Tallahassee (S);30109703;227.037;2018-09-13
Easy Tolli T.;Easy Tolli T. (S);30104725;85.268;2018-09-13
Bolette Tinghøj;Bolette Tinghøj (DK);30105101;137.771;2018-09-13
Zola Sirena;Zola Sirena (S);30105804;164.037;2018-09-13
Among Hastrup;Among Hastrup (DK);30106085;383.548;2018-09-13
Paddington Face;Paddington Face (S);30107884;323.924;2018-09-13
Alta Stjerna;Alta Faksa;30097362;0;2018-09-13
Hoogerland;Hoogerland (DE);30097242;326.588;2018-09-13
Ultra Modern Hanke;Ultra Modern Hanke (DK);30097957;299.812;2018-09-13
Seabreeze Ås;Seabreeze Ås (US);30097390;319.367;2018-09-13
Bles Faxa;Il Faxa;30099003;0;2018-09-13
Cayman Bee;Cayman Bee (DK);30099176;57.584;2018-09-13
Birk Triplilla;Birk Trollfaks;30104121;0;2018-09-13
Freule Idzarda;Freule Idzarda (NL);30103452;166.765;2018-09-13
Exit River;Exit River (S);30101959;153.308;2018-09-13
Express Rapida;Express Rapida (NL);30100819;280.302;2018-09-13
Tristan Dalimo;Tristan Dalimo (DK);30100120;182.193;2018-09-06
Wikipeaks;Wikipeaks (DK);30100414;353.656;2018-09-06
Birk Triplilla;Birk Trollfaks;30104121;0;2018-09-06
Huseby Minni;Huseby Sirius;30098919;0;2018-09-06
Capitano S.L.;Capitano S.L. (S);30099810;20.000;2018-09-06
Titana Voice;Titana Jacase;30097525;0;2018-09-06
Dame Amok;Dame Amok (S);30097698;55.647;2018-09-06
Ultra Modern Hanke;Ultra Modern Hanke (DK);30097957;294.812;2018-09-06
Queenswood;Queenswood (DE);30098007;415.703;2018-09-06
Urakas Gilbak;Urakas Gilbak (DK);30097070;654.152;2018-09-06
Paddington Face;Paddington Face (S);30107884;323.924;2018-09-06
Facebook N.L.;Facebook N.L. (NL);30106437;554.305;2018-09-06
Zola Sirena;Zola Sirena (S);30105804;160.537;2018-09-06
Final Countdown;Final Countdown (NL);30108898;117.639;2018-09-06
Rams Solan;Solan;30036421;0;2018-09-06
Kristine M.;Kristina M. (DE);30023952;0;2018-09-06
Haugs Dronninga;Haugs Nekina;30033298;0;2018-09-06
Tembrik;Tembra;30038402;0;2018-09-06
Just Power;Just Superb;30021929;0;2018-09-06
Hoppestuss Pila R.S.;Kolnes Pila*;30019910;0;2018-09-06
Ruskeli Frøkna;Ruskeli Frøya;30017476;0;2018-09-06
Starturn P.T.;Washera P.T.;30013953;0;2018-09-06
Rubina H.;Princess Rubina;132209;0;2018-09-06
Enjoythevictory S.C.;Enjoythewinner S.C.;30074216;0;2018-09-06
Gråberg Blessen;Skiberg Blesa;30074187;0;2018-09-06
Dag Nora;Pave Nora;30070856;0;2018-09-06
Little Samo;Little Samo (DE);30071657;363.971;2018-09-06
Roberto D.K.;Roberto D.K. (DK);30076693;564.000;2018-09-06
Steine Solan;Smedheim Solan;30077243;0;2018-09-06
Hof Loyd;Hof Lotta;30063317;0;2018-09-06
Pearl Harbour D.;Pearl Harbour D. (DE);30067681;273.500;2018-09-06
Bol Torina;Bol Tore;30077601;0;2018-09-06
Hafell Mari;Hafell Storm;30086137;0;2018-09-06
Mykle Kaisa;Perle Kaisa;30088544;0;2018-09-06
Gary Hoist;Gary Hoist (FI);30087684;757.651;2018-09-06
Hard Cider;Hard Cider (US);30087716;1.446.434;2018-09-06
Provence Decoy;St. Florent Decoy;30089435;0;2018-09-06
Turboline D.K.;Turboline D.K. (DK);30090225;608.135;2018-09-06
Swinging Face;Swinging Face (DK);30090866;249.634;2018-09-06
Storeng Stili;Spang Stilig;30092086;0;2018-09-06
Grude Dorotea;Grude Tora;30095728;0;2018-09-06
P.O. Super Star;P.O. Super Star (S);30096275;402.964;2018-09-06
Radieux;Radieux (IT);30095396;3.271.108;2018-09-06
Sidsel;Sidsel (DK);30095461;392.833;2018-09-06
Titanio;Titania;30095267;156.236;2018-09-06
Armagedon Vivel;Armagedon Vivel (DK);30114841;185.219;2018-09-06
Ila Håleryd;Ila Håleryd (S);30115019;227.211;2018-09-06
Chris K.;Chris K. (DK);30115020;39.050;2018-09-06
A Child;A Child (DK);30115543;37.344;2018-09-06
Lagrain;Lagrain (DE);30116429;36.849;2018-09-06
Divine The Best;Divine The Best* (FR);30117473;31.609;2018-09-06
Chipie d'Yvi;Chipie d'Yvi* (FR);30117476;231.383;2018-09-05
Skytten Lisl;Skytten Lisl* (S);30115271;295.020;2018-09-05
Aspire;Aspire (S);30112886;86.600;2018-09-05
Ny Komet;Ny Komet* (S);30094266;389.009;2018-09-05
Toto;Toto (DK);30092462;538.498;2018-09-05
Hamptons;Hamptons (DE);30093354;434.023;2018-09-05
Paleo Pride;Paleo Pride* (S);30090494;548.088;2018-09-05
Cash On Time;Always On Time;30089431;0;2018-09-05
St. Maxime Decoy;St. Raphael Decoy;30089742;0;2018-09-05
Vicilane;Vici Classic;30089783;0;2018-09-05
New Yankee;New Venue;30088271;0;2018-09-05
Langlands Oda;Langlands Odin;30088612;0;2018-09-05
Donato Dream;Nato Dream* (US);30083873;0;2018-09-05
