idnr;uthestenavn
124872;Zu Du Gazeau 
124873;Bar Le Duc 
124874;Easy Bowler 
124875;Miss Trøjborg 
124876;Faust Trøjborg 
124877;Ingo Streamline 
124878;Fejan 
124879;Carina Pride 
124880;Super Disponent 
124881;Shelly Girl 
124882;Krinolin 
124883;Gregor Santana 
124884;Sweet Broline 
124885;Hamras Gaia 
124886;Savio Boko 
124887;Mavil Sofia 
124888;Peace Dreamer 
124889;Indy Moon G. 
124890;Cocoa Loco Hanover 
124891;Væsterbo Charon 
124892;Torden Jo     
124893;Lekk Min     
124894;Balder Brå     
124895;Smok'n Gussi     
124896;Tivo Lie     
124897;Tobias Ramsen     
124898;U. Name It     
124899;Spring Girl     
124900;Alf Pedro     
124901;Giant Rhythm     
124902;Texan Pellini 
124903;Top Gun Pellini 
124904;Nitatøsen 
124905;Tidy Way 
124906;Zeal K. 
124907;B. Cor Jazzette 
124908;Banker Hall 
124909;Credit Winner 
124910;Kick Tail 
124911;Ballerine De Retz 
124912;First de Retz 
124913;Touta 
124914;Jain de Beval 
124915;Cima Josselyn 
124916;Himo Josselyn 
124917;Olina Brandtofte 
124918;Eddies Montano 
124919;Anits Quick 
124920;Jennifer Quick 
124921;Windylane     
124922;Perla Vangen     
124923;Masto Fighter     
124924;Mini Collins     
124925;Mastodont Index 
124926;Ignifuge 
124927;Goldfinn 
124928;Ribby Boko 
124929;Elegant Extra     
124930;Wilson Creation     
124931;Angels Crown 
124932;Noble Lee Wine 
124933;Majestatis Ramona 
124934;Little Demon 
124935;Yroflickan 
124936;Claudia Bob 
124937;Hickory Guvijo 
124938;Ebby Lobell 
124939;Gust Of Wind 
124940;Cherish Dream 
124941;Use Less     
124942;Spurin Dee     
124943;Katie's Girl     
124944;Grej 
124945;Shim Sham 
124946;Panhandle Hall 
124947;Upsidedownandshake 
124948;Peasant Bird 
124949;Mr. Run 
124950;Herkules R.B. 
124951;Emelie Keyson 
124952;Maja Keyson 
124953;Evening Sun 
124954;Gallant Swiss 
124955;Månola 
124956;Queen Gaby 
124957;Gaby Princess 
124958;Solberg Mai     
124959;Ramstad Tor     
124960;Baugen Mira     
124961;Santa's Flori     
124962;Robber Girl     
124963;Princess Decoy     
124964;Lille Balder     
124965;Baroness Zeun 
124966;Kajsa S.T. 
124967;Blue Wave 
124968;Peridot Lobell 
124969;Doc Peace Process 
124970;Sembs Delhi 
124971;First Crown B.N. 
124972;Patricia Le Ann 
124973;Persugill 
124974;Refssnella     
124975;Deliberate The First     
124976;Tomali Ceci     
124977;Persos Manera 
124978;Persos Romeo 
124979;Shoguns Pride 
124980;Torso     
124981;Gottmis Olga 
124982;Lill Tora 
124983;Vinta J. 
124984;Trolltova 
124985;Strictly Love 
124986;Filippa Filiokus 
124987;Soløga 
124988;Jahna Doc 
124989;Skrållan 
124990;Hamreflickan 
124991;Zenatra 
124992;Gustavsbo Vittra 
124993;Hea Tabac 
124994;Gullona 
124995;Ørængsperla 
124996;Ørængs Elin 
124997;Lill Nina 
124998;Lill Kimman 
124999;Jimmy Streamline 
125000;Bambi Best 
125001;Bambitøsen 
125002;Hamsaji 
125003;Pavinflickan 
125004;Plogflickan 
125005;Snøboll 
125006;Britten 
125007;Conpheta 
125008;Spring Boy 
125009;Linder Jo     
125010;Berdal Spretten     
125011;Star Street     
125012;Valle Tron     
125013;Troika Frøkna     
125014;Harriet Scot 
125015;Paulina Scot 
125016;Major Art 
125017;Knardal Thyra     
125018;Cesena 
125019;Silverton 
125020;Glava 
125021;Liar Liar 
125022;Øyfinn     
125023;Øyjann     
125024;Plenty Of Time 
125025;Jamielee Light 
125026;Mr. Goalkeeper 
125027;Verona Sidney 
125028;Eng Ringla     
125029;You Name Her 
125030;Reed Spirit 
125031;Quick Gill 
125032;Lorrie One 
125033;Number One Lady 
125034;Lass Caiser 
125035;King From Hjo 
125036;Fine Fusion 
125037;Freddy Crown 
125038;Baronie 
125039;Sceptre 
125040;Rosanne Peton 
125041;First Wee 
125042;Dalene Queen 
125043;Icing Laday 
125044;Dundra R.B. 
125045;Silva June 
125046;Extraordinary 
125047;Fancy Laser 
125048;Utgardsloke     
125049;Hollys Finest 
125050;Home Alone 
125051;Udøpt     
125052;Sheridan Star T.     
125053;Emiltrollet     
125054;Lady Boeling 
125055;Thrust Du Ling 
125056;Pålly 
125057;Amarillo 
125058;Demon S.S. 
125059;Ida Magic 
125060;Pilstjærna 
125061;Pilblæsen 
125062;Winged Victory 
125063;Squadron 
125064;Natural Arrogance 
125065;Yankee Glide 
125066;She's My Kind 
125067;My Kinda Glide 
125068;Lamarr 
125069;Giant Flamingo 
125070;Flying Candle 
125071;Riva Del Sole 
125072;Makarena     
125073;Tarjei     
125074;Udøpt     
125075;Amazing Tile     
125076;Wolf's Ram     
125077;Ramstad Juni     
125078;Tambrosia Line     
125079;Morokulien     
125080;Casino Hill     
125081;Midthaug Dilten     
125082;Nightwish Win     
125083;Bad Boy Scot     
125084;Nina Fri     
125085;Carmen La Rose     
125086;Phone Call 
125087;Second Miracle 
125088;Spara Bank 
125089;Hols E.Ann 
125090;Væsterbo Lookout 
125091;Upper Deck 
125092;Narold's Liz     
125093;Conquer Queen     
125094;Birk Eland     
125095;Kidos Josefine     
125096;Udøpt     
125097;Diamond's Knight     
125098;Agnes Knight     
125099;Nic Tulkas     
125100;Shakira     
125101;Drivjerva     
125102;Drivolise     
125103;Dee Zee News     
125104;Ask Elden     
125105;Vesle Kipa     
125106;Conway Hall 
125107;Comaneci Zon 
125108;Casual Style 
125109;Gismo Vang 
125110;Sunflare     
125111;Intensifique A.     
125112;Lysøye     
125113;Sandesjura     
125114;Sandeblessa     
125115;Eldvilla     
125116;Lome Vinna     
125117;Betty Bowler     
125118;Fjell Stjerna     
125119;Scarlet Fever 
125120;Scarlet Cindy 
125121;Peggsy 
125122;Pegg Nixan 
125123;Antanita 
125124;Gilette 
125125;Storeng Niklas     
125126;Heart Of Gold     
125127;Bonzo Corleone 
125128;Alexias Girl 
125129;Great Jewel 
125130;Barriona D. 
125131;Jas Tabac 
125132;Klarabella Pellini 
125133;Ironic Pellini 
125134;Skoglund Knekten     
125135;Corinne Simb 
125136;Bauslina 
125137;Bauselden 
125138;Jenka Hornline 
125139;Ella Rose 
125140;Brand New Passion 
125141;Aprikos Brand E. 
125142;Dolly Sund 
125143;Papa's Project 
125144;Bobergskocken 
125145;Ynde Stjern     
125146;Faksen Junior     
125147;Skiberg Terna     
125148;Real Fighter     
125149;Winnie Girl 
125150;Gurlita Girl 
125151;Bae Jazz     
125152;Billyboy     
125153;Ideal Du Pling     
125154;Giant Rolls     
125155;Graciana     
125156;Diva Du Suede     
125157;Jeppe Rævbak 
125158;Chimsabina 
125159;Pil Stina 
125160;Iceberg 
125161;Theodore P. 
125162;C.R. Mailorderbride 
125163;Chris Pet     
125164;Linny's Boy     
125165;Kjølstad Lynet     
125166;Maien     
125167;Slått Jo     
125168;Smens Crown 
125169;Amour D'aunou 
125170;In Love With You 
125171;Keystone Gardenia 
125172;Goodyear 
125173;Classic Suspense 
125174;Copyman 
125175;Let's Go Darling 
125176;Fly Darling 
125177;Bonita Trick 
125178;Come Closer D. 
125179;Claus Claudel     
125180;Taro Princess     
125181;Salamon     
125182;Vikso     
125183;Amorina V.G.     
125184;Heimi Prins     
125185;Carnitas Image     
125186;Zolprinsen R.B. 
125187;Sacramento Sund 
125188;Miss Jennifer Rose 
125189;Sirius Sund 
125190;Amy Beam 
125191;Maybe Quick 
125192;Funny Flamingo 
125193;Veels Ronja     
125194;Veels Krutt     
125195;Viranica 
125196;Love In April 
125197;Big 
125198;Drav Tom     
125199;Joan T. Collins 
125200;Monet Blue Chip 
125201;Monet Clip Hanover 
125202;Mo Monet Hanover 
125203;Annamia S.     
125204;Tip Top     
125205;News From Henrik 
125206;Lemoness 
125207;Lass Caj 
125208;Babs Trollet 
125209;Fakse 
125210;Amorina Express 
125211;Gustafs Affe 
125212;Hallsta Lotus 
125213;Idenors Nero 
125214;Jernfaks 
125215;Åkres Bea 
125216;Kruse Kliv 
125217;Lax Tora 
125218;Rilex K. 
125219;Marinera 
125220;Silwia 
125221;Solfaksen 
125222;Åkre Axan 
125223;Åkre Donny 
125224;Åkre Snærta 
125225;Åkre Lurifax 
125226;Bjærven 
125227;Jærvsøruben 
125228;Klass Flickan 
125229;Klasstøsen 
125230;Stjærnfaksen 
125231;Miss Capital     
125232;Koala Streamline 
125233;Lacostella 
125234;Goya Ball     
125235;Aramis T.K.     
125236;Alfredo's Dream     
125237;Gasolin On Fire     
125238;Fancy's Boy     
125239;Della Magic     
125240;Attjar     
125241;Eldevill     
125242;Spicy Secret 
125243;Hillbilly Icetea 
125244;Flirtin Victory 
125245;Magnetic Power 
125246;Pilly Power 
125247;Fatima Limit 
125248;Oh La Vitesse 
125249;Zachary Bris 
125250;Rose Wind     
125251;She's A Mystery     
125252;Ojki 
125253;Åki 
125254;Beauty Pine 
125255;Sangusme 
125256;Pineapple D. 
125257;Florett Brick 
125258;Quantas Ada 
125259;Ulvsås Roja     
125260;Tomali Ribb 
125261;Krut Gertrud 
125262;Barriann 
125263;Luppiokungen 
125264;Fighter Global 
125265;Julia Tibur     
125266;Quick Cash     
125267;Brendli Jokeren     
125268;Fager Troll     
125269;Texarkana Kash 
125270;Blue Northern 
125271;Sørli Prinsen     
125272;Mac Active     
125273;Impudent 
125274;Instantly 
125275;Instinct 
125276;Speedy Star 
125277;Keystone Lela 
125278;Leroy Laday 
125279;Kash Streamline 
125280;Jenny Streamline 
125281;Writing Girl     
125282;Earl's Tribute     
125283;Shivada's Lady     
125284;Only Super     
125285;Sebian     
125286;Moshus Jakken     
125287;Chablis     
125288;Cruella Du Ville     
125289;Chantys Turbo Thrust     
125290;Sulky     
125291;Action Fly 
125292;Zi Zi Marie 
125293;Global Express 
125294;Brazze Skøya     
125295;Gallant Casino 
125296;Japp Casino 
125297;Holly Willing 
125298;Baiano 
125299;Hanna Loaf 
125300;Pom Pom Hornline 
125301;Solør May     
125302;Udøpt     
125303;Keystone Celebrity 
125304;Top Guard 
125305;Løng Håpe     
125306;Larionov     
125307;South Prestige     
125308;South Paparazzi     
125309;Donna Match     
125310;Miss Molly More 
125311;Knatthælle Pilen 
125312;Udøpt     
125313;Dia Furtado     
125314;Longo Recourse     
125315;Robinho     
125316;Lodin Eld     
125317;Lodins Donna     
125318;Lodins Platini     
125319;Grillato     
125320;Towanda     
125321;Bjørnerød Trollet     
125322;Anna Malena     
125323;High Spirited 
125324;Roses For Me 
125325;Gifts Are Great 
125326;Ruth Frost 
125327;Regal Claire 
125328;Major Rob 
125329;Kvithyld Blessa     
125330;Rams Sjura     
125331;J.S. Sensation     
125332;Just Around Midnight     
125333;Min Herakles 
125334;Time And Place 
125335;Ånilla Goj 
125336;Moe Brage     
125337;Ebsi News B.     
125338;Hunter Marin T.M.     
125339;Hopeful Laday 
125340;Edie Almahurst 
125341;Crowns Juliette 
125342;Ænga Trollet 
125343;Regazzoni 
125344;Husby Mia     
125345;Helle Jo     
125346;She's The One     
125347;Simb Captain 
125348;Fabienne S.F. 
125349;Lancaster Om 
125350;Pojken Andreas 
125351;Lily Me 
125352;Isabelle Gwin 
125353;Helene Soldal 
125354;Axwell 
125355;Big Silpinge 
125356;Biscane Pirol 
125357;Devil Guy 
125358;La Promessa 
125359;Staro United 
125360;Cobea 
125361;Emmilou Suit 
125362;Captain Topspin 
125363;Julicy Streamline 
125364;Neith 
125365;Whitesand Titan 
125366;Psychic Power 
125367;Dr. R.X. 
125368;Chrisy Scott     
125369;Jurgy Streamline 
125370;Snærtbesta 
125371;Bergtuns Farida     
125372;In Toto 
125373;Nicole Viroma 
125374;Dover Marschall 
125375;R.B. Bounty 
125376;Knight's Scarlet     
125377;Lady Legend 
125378;Winning Legend 
125379;She's A Legend 
125380;Fado Du Vivier 
125381;Speedrise Bowl 
125382;Com Cash 
125383;Jolly Streamline 
125384;Salut Sund 
125385;Saga Sund 
125386;Sobel Sund 
125387;Jebeca 
125388;Gorgeous Ride 
125389;Miss Molinette 
125390;Felix Kanon 
125391;Fors Virus S.A. 
125392;Petter 
125393;Madonna Broline 
125394;Silas Bisa 
125395;Nordgubben 
125396;Lenda Surprise     
125397;Polite Laday 
125398;Banco Sib 
125399;Nordli Raja     
125400;Rim Frøkna     
125401;Big Guy 
125402;Jean Streamline 
125403;Dear Bear 
125404;Josette Streamline 
125405;Fix Pila 
125406;Pil Jahna 
125407;Svartahorgi     
125408;Cavalier Eja 
125409;Scan Goldkeeper 
125410;My Tiara 
125411;Set Me Free 
125412;Set You Free 
125413;North Blaze 
125414;Finseth Frost     
125415;Ramstein     
125416;Kløvjan Prinsen     
125417;Nea Ridge 
125418;Pele Jade 
125419;Cumball Topspin 
125420;Crazy 
125421;Tiburs Crazy 
125422;Hickory Highlight 
125423;Enga Blessa     
125424;Lodins Borka     
125425;America's Way 
125426;Nordic Chief 
125427;Bonneville Pe 
125428;Lausanne R. 
125429;Per Emil Fame 
125430;Leni 
125431;Ini Kelder 
125432;Zippan K. 
125433;Mellem Perla     
125434;X. Lane 
125435;Crystal Noss 
125436;Crossline 
125437;Hovmæstaren 
125438;Cadence Gede 
125439;Insert Gede 
125440;Tailless Hunter     
125441;Lego Zoot 
125442;Rosita Bowl 
125443;Creamnose 
125444;Judy Broline 
125445;Demon Speed 
125446;Engstad Haake     
125447;Gaby S. 
125448;Dolly Star 
125449;Le Cheval 
125450;Ugolin 
125451;Cida 
125452;Lugolin 
125453;Spang Hyper     
125454;Frk. Martini     
125455;Sindy Håleryd 
125456;Dorr Valentin     
125457;Vickylou Who 
125458;Patina 
125459;Martine Lobell 
125460;Absolute Martini 
125461;Pasadena Spur 
125462;Fantastic Topspin 
125463;Yankee Flair 
125464;Warmest Yankee 
125465;Hazy Yankee 
125466;Staro Showbiz 
125467;Spang Jo     
125468;Fladby Farn     
125469;Råås Sanct Elva 
125470;Lugolin 
125471;Natalie Queen 
125472;King T.D.I. 
125473;Green Velvet 
125474;Corvette Boro 
125475;Dolly Match     
125476;Doyoumatchme     
125477;D.N.T. Match     
125478;Bleke Prinsen     
125479;Næve Prinsen     
125480;Pine Ribb 
125481;Becky's Tea Girl     
125482;Carrie Way 
125483;I Will Survive 
125484;I Will Winn 
125485;Tone Profitt     
125486;Stommens Arvid 
125487;Wild William 
125488;Alsaker Balder     
125489;Spang Tyr     
125490;My Only Chip     
125491;Trix Håleryd N.     
125492;Lyckra Streamline 
125493;Life Streamline 
125494;Jackie Streamline 
125495;Foxy Diamond 
125496;Miss Vick 
125497;Noir 
125498;Ready Sahbra 
125499;Supreme Sahbra 
125500;Striking Sahbra 
125501;Sekunda 
125502;Sjurgutten 
125503;Sessan Spin 
125504;S.S.Chill 
125505;Jerker Dam 
125506;Juni Dam 
125507;Juni Blixten 
125508;Collier St Marie 
125509;Charms Lass Kosmos 
125510;Treasure Always 
125511;Sip The Wine 
125512;Turbo Prikken     
125513;Gromfly     
125514;Rigel Jo Stjerna     
125515;Uvanita 
125516;General Du Lupin 
125517;Flamboyant     
125518;Carlos Klokkedal     
125519;Amazing Motion     
125520;Kathrine     
125521;Simon Rags     
125522;Thai Rainman     
125523;Thai Sportsman     
125524;Rainy 
125525;Eliza Juul 
125526;Megabit 
125527;Keystone Profile 
125528;Egyptian Dream 
125529;Sonic Song 
125530;Bold Vanity 
125531;Go Power 
125532;Udøpt     
125533;Dressed For Fun     
125534;Chirica 
125535;Cheetah 
125536;Habanera 
125537;Spang To Jo     
125538;Spang Jahn     
125539;Prinse Max     
125540;Redwin Turnpike     
125541;No Problem     
125542;Humorist 
125543;Pierre Pershing 
125544;Little Wild Rose 
125545;Anaconda 
125546;Calle Conda 
125547;Savannah Pride 
125548;Noble Fantasy 
125549;Cardinal Sahbra 
125550;Willy Nilly 
125551;Baxter     
125552;Meadowbranch Jerzy 
125553;Fox Valley Frilly 
125554;Buck 
125555;Palanchina 
125556;Justitia L. 
125557;N-03-5015     
125558;Dream Lashes     
125559;Santra L.B. 
125560;Abracadabrant 
125561;Moonshine Trotter     
125562;Mørtvedt Jerkriga     
125563;Tampa Laser 
125564;Gigant Laser 
125565;Lannem Åsa     
125566;Sagmo Stjerna     
125567;El Pedro 
125568;Alvena Ernst 
125569;Charmant Chess     
125570;Baker Simb 
125571;Biggi's Chance V.G.     
125572;Inter     
125573;Monique     
125574;Valentino     
125575;Ronderappen     
125576;Lady De Riez 
125577;Real Reko 
125578;Thai Design     
125579;Thai Tabler     
125580;Sørmin     
125581;Lome Rigla     
125582;Veslemirja     
125583;Amour Valley N.     
125584;Kindly Rodney 
125585;Gallant Baron 
125586;Bambino Launcher 
125587;Solør Mini     
125588;Come On Life     
125589;Nita Hørda 
125590;Vill Elden     
125591;Vinter Rauen     
125592;Pinky Palema     
125593;Gina Reel 
125594;Nanubi 
125595;Hank Frontline 
125596;Ava Corleone 
125597;Darna Corleone 
125598;Don Felix     
125599;Skuggfaks     
125600;Overlady 
125601;S.B.S.Ronja 
125602;Jody Hill 
125603;Top Layer 
125604;Amri Fager 
125605;Ann Amor 
125606;Eldstrimman 
125607;Union Pioneer 
125608;Neptun Pioneer 
125609;Lego Chill 
125610;Fahrenheit I.T. 
125611;Spikperla     
125612;Tuegutt     
125613;Bekkevars Debu M.L.     
125614;Indira M.L.     
125615;Zafira Sand     
125616;Lyn Finn     
125617;Brief Royal     
125618;Jossebest     
125619;Ideal Lane     
125620;Brendli Jo     
125621;Grimsulla     
125622;Raikkonen     
125623;Quipo De Coruronne 
125624;Navaresse 
125625;Opay 
125626;Grågårdpigen 
125627;Hr. Siem 
125628;Hertuginde Siem 
125629;Eline 
125630;Dry Powder 
125631;Golden Shogun 
125632;Delicious Match     
125633;Døsslandspia     
125634;Mellem Stjerna     
125635;Dyrøy Pila     
125636;Enzo     
125637;Udøpt     
125638;Fantasia 
125639;Kiwi 
125640;Komnes Ess     
125641;Udøpt     
125642;Nanna's Victory     
125643;Ravn Oddin     
125644;Smashing Victory 
125645;Pinella S. 
125646;Dixi Roland 
125647;Neslands Loke     
125648;Eld Lynet     
125649;Rapp Even     
125650;Bell Tissot 
125651;Sir Tissot 
125652;Girl Tissot 
125653;Sport I 2'eren 
125654;Fulton Ø. 
125655;Juvel Krogshøj 
125656;Alf Krogshøj 
125657;Indeed Lavec 
125658;I'm The Answer 
125659;Newton Index 
125660;Esotico Prad 
125661;Ubertosa C.R. 
125662;Cortez C.R. 
125663;Dana Århult 
125664;Eva Gertzy 
125665;Gerdo Gertzy 
125666;At Ease 
125667;Golden Days 
125668;Excellent Match     
125669;Match Expert     
125670;Superstile     
125671;B.B. Mikki     
125672;Zulu Sokken     
125673;Hongslo Blessa     
125674;Lannem Jorid     
125675;Dashing Goal     
125676;Vesle Gull     
125677;Garli Eld     
125678;Holi Macaroni 
125679;Cigar Bar 
125680;Tish Hill 
125681;Midnatt Stjerna     
125682;Cane Boy     
125683;Hayabusa     
125684;Trø Faks     
125685;Stumne Ninsen     
125686;Hopsa 
125687;Anni Axworthy 
125688;Laila Højbo 
125689;Zia Pride 
125690;Zoot Creek 
125691;Miss Admiral Todd 
125692;Betty Riddell 
125693;Williann Pride 
125694;Taminann Pride 
125695;Melissa Di Iesolo 
125696;Olakroken     
125697;Vrouwe Fortuna 
125698;Lex Anderen 
125699;Dollaranddime     
125700;Lannem Eirik     
125701;Corall Ås     
125702;Ohio Nørrevang 
125703;Even Perfect 
125704;Pay Girl B. 
125705;Ghia La Grande 
125706;One Shot 
125707;Gun Shot 
125708;In The Pocket 
125709;Dreamlandsnegligee 
125710;Colorit F.C. 
125711;Toormore 
125712;Laura Davies 
125713;Caressa Merc 
125714;Pomerol Merc 
125715;Prima Drew 
125716;Prima Gazelle 
125717;Amber     
125718;Ability     
125719;Keiko Troll     
125720;Gold Chocolate     
125721;Haaga Borga     
125722;May's Moonlight     
125723;Changala Bangala Ja     
125724;Ileana Roy 
125725;Cherokee Leaf 
125726;Ann Gazeau 
125727;Allez Ringeat 
125728;Nick Rhode 
125729;Paris Texas     
125730;Høgda Vilja     
125731;Høgda Gutten     
125732;Rapide Rose 
125733;Souvenir Sund 
125734;Quintilliano 
125735;Eger 
125736;Emmchen 
125737;Queen Of The Sea 
125738;Victory Message 
125739;Triple Dream 
125740;Uronometro 
125741;Korean 
125742;Dream On Victory 
125743;Dream Vacation 
125744;Number Ten Star 
125745;Sigill Sund 
125746;Saba Sund 
125747;Armbro Edith 
125748;Tipi 
125749;Glorieux Jour 
125750;Taquine Des Etangs 
125751;Tout Ou Rien 
125752;Sandy Chill     
125753;Zorbas R.S.     
125754;Spang Glatina     
125755;Periander     
125756;Pompano     
125757;Crystal's Barbe     
125758;Temgry     
125759;Stjerne Embla     
125760;Hugin     
125761;Niceandgentle     
125762;Screamer 
125763;Screamboy 
125764;Kasper Mollyn     
125765;Norheim Lett     
125766;Sagi Malin     
125767;Sagi Skøiar     
125768;Valle Rigel     
125769;Fjell Ravna     
125770;Gullgruva     
125771;Blues Alley     
125772;Ducat W.L.     
125773;Piccola Jet 
125774;Coccola Jet 
125775;Merula Jet 
125776;Cavalier Jet 
125777;Hilda Zonett 
125778;Curtsy Please 
125779;Northern Bailey 
125780;Kose Knut     
125781;C. Superb     
125782;Prinse Mina     
125783;Fiqui Bess     
125784;Søyset Biko     
125785;You Little Witch 
125786;Doc Lucky You 
125787;Keystone Sheena 
125788;Pegasus Boko 
125789;Dylans Delight 
125790;Lass Espoir 
125791;Kiro Lill     
125792;Lindy Key     
125793;Orla     
125794;Zulu Ronja     
125795;Zuperpuz     
125796;Adam Topspin 
125797;Grace Sund 
125798;Tom Tom     
125799;Satir Sund 
125800;Perpignan 
125801;Giant Avenue 
125802;Nana Girl 
125803;Tibbi Girl 
125804;Crutov Cafe 
125805;Miss Sedum 
125806;Macho Man 
125807;Merci Tilly 
125808;Donna Coach 
125809;Amory Apache 
125810;Lucky Apache B.L. 
125811;Drømmina     
125812;Horgen Faks     
125813;Horgen Jit     
125814;Børke Anja     
125815;Spikbror     
125816;Legend     
125817;Kilmore     
125818;Isbit Streamline 
125819;Lucifer Streamline 
125820;Scan Silverlining 
125821;Blaze Of Fury 
125822;Intense Chip 
125823;Rotation 
125824;Lady Dirt 
125825;Guinness Record 
125826;Eternal Circle 
125827;Malabar Circle Ås 
125828;Briskeby Philip     
125829;Ibiza's Enterprise     
125830;Harsjøknekten     
125831;Lønggrete     
125832;Grand Starlight     
125833;Calibra Crown     
125834;Dustin L.     
125835;Sæthersokken     
125836;Quickie's Energy     
125837;Ås Borken     
125838;Hålandselden     
125839;H.G. Draupner     
125840;Djuven     
125841;Blondie Stjerna     
125842;Ona Blesa     
125843;Nuclear Winter     
125844;Porsch Almahurst     
125845;Røeds Vilja     
125846;Dennis Dun Dee     
125847;Sinclar Svarten     
125848;Skjegge Vilje     
125849;Tinixi     
125850;Søyset Prins     
125851;Ektora     
125852;Sue Astrid     
125853;Motveit Bina     
125854;Astron Spirit     
125855;Mistel Trotter     
125856;Torlandia     
125857;Magitto     
125858;Flyti     
125859;Eggen Elda     
125860;Udøpt     
125861;Jubel     
125862;Rei Spika     
125863;Øtorps El Camino 
125864;Galicia 
125865;Ulster Du Cadran 
125866;Tessa De Lavas 
125867;Ilster D'espiens 
125868;Emotion Fleurie 
125869;Kelle Emotion 
125870;Manresa 
125871;Gugaro 
125872;O Ciudad 
125873;Kleyton 
125874;Marla Bar 
125875;Lady Talkin 
125876;Lob Shot 
125877;Giant Emotion 
125878;Junior Jokern     
125879;Gimle Mina     
125880;Heddals Blesa     
125881;Frisli Eldi     
125882;Ross B.A.     
125883;Mickie's Gargamel     
125884;Alm Titus     
125885;Boggy West     
125886;Tina Trollet     
125887;Super Tomin     
125888;Perfect Crown     
125889;Pleitida Gede 
125890;Grassano 
125891;South Valley Babe     
125892;Kjølstad Jo To     
125893;Lykkje Faks     
125894;Udøpt     
125895;Meadow Marilyn 
125896;Allison Hollow 
125897;Angie Vera 
125898;Irish De L'iton 
125899;Nobel Line     
125900;Kvikken Jr.     
125901;Teppas Tengel     
125902;Loman     
125903;A.B. Gutten     
125904;Spenning     
125905;Lønnerosa     
125906;Halvor     
125907;Udøpt     
125908;Riverside News     
125909;Arctic Spur     
125910;Princillas Lips     
125911;Kompakt     
125912;Bøs     
125913;Racer Spur     
125914;Chanto Gun     
125915;Hot Devil     
125916;Høiby Eli     
125917;Høiby Thias     
125918;Høiby Joss     
125919;Udøpt     
125920;Vint Elda     
125921;Rachel D. 
125922;Staceys Way 
125923;Staceys Call 
125924;No Nothing 
125925;Amoriad 
125926;Fire Lane 
125927;Sweet Sister 
125928;Sweet Chip 
125929;Indira As 
125930;Cumin Ms 
125931;Benedicta Zac 
125932;Kleppan Tor     
125933;Face It 
125934;Evita Idzarda 
125935;Nordby Flisa     
125936;Lome Knekten     
125937;Lome Troll     
125938;Beauty Bowl     
125939;Kicking Blue     
125940;Hell's Racer     
125941;Hell's Star     
125942;Vorset Karna     
125943;Heimi Senna     
125944;Prinse Mio     
125945;Haugestad Tulla     
125946;Corner 
125947;Irabell 
125948;Oscar Schindler SL 
125949;Alagda 
125950;Jasoda 
125951;Kingly Pride 
125952;Belle Emeraude 
125953;Joker Merett 
125954;Plume Du Vast 
125955;Habanera Bocain 
125956;Margit Palema 
125957;Alfa Eme 
125958;Blues Office 
125959;Strumpa 
125960;Raggsocke 
125961;Hövding Lavec 
125962;Pilot Kloster 
125963;Louise Lindy 
125964;Barbababa 
125965;Octopussy Kemp 
125966;Psychiatrist 
125967;Couch Doctor 
125968;Regina Tilly 
125969;Cedar Tilly 
125970;Valley Gogo 
125971;Southwind Vernon 
125972;Emma Kash 
125973;Sirgio 
125974;Lineage Hanover 
125975;Gloves 
125976;Insider Hanover 
125977;Face Of Speed 
125978;Integrity 
125979;L'americain 
125980;Sissi d'Aunou 
125981;Etonne Moi 
125982;Bette Strømline 
125983;Lønshults Danne 
125984;Rome Broline 
125985;Walniglia 
125986;Energetic 
125987;U.S. Cash Income 
125988;Hilurin-Tæhti 
125989;Crown Sea 
125990;Hymyhuuli 
125991;Vebe 
125992;Barbo Assassin 
125993;Biggiina 
125994;Gusten Scoop 
125995;Junior Scoop 
125996;My Nessie 
125997;Micmac 
125998;Atticus Hanover 
125999;Assisi 
126000;Elciona 
126001;Queen Zuitib 
126002;The European 
126003;Criss Count 
126004;Shoguns Diva 
126005;Web Chance 
126006;Pine Dust 
126007;Countess Min 
126008;Miss Drina 
126009;Malabar Ås 
126010;Lady Chip 
126011;Galaxy Brodda 
126012;Ideal 
126013;Miami 
126014;Victory Ti 
126015;Grape 
126016;Calibra 
126017;Columbus 
126018;Heat Ribb 
126019;T.B.Winner 
126020;Viskum Trøjborg 
126021;Go Ahead Viskum 
126022;Erva Split 
126023;Eli Sea 
126024;Stentor 
126025;Ameise 
126026;Alias 
126027;Hovercraft 
126028;Smukke Rådhuskroen 
126029;Footloose 
126030;Hurricane Damhus 
126031;Salut Frøkjær 
126032;Frøkjærs Jeans 
126033;King Streamline 
126034;Apple Pan Dowdy 
126035;Temaspeed 
126036;Tipptop Winspeed 
126037;Santana Boko 
126038;Monet November 
126039;Mack's Sister 
126040;Mack November 
126041;Michaela November 
126042;Timane Jane 
126043;Orchide Hornline 
126044;Yum Yum 
126045;Olympic As 
126046;Annemarie Hazela 
126047;Peggie Sue Heikant 
126048;Crowning Flower 
126049;Crowns King Sl 
126050;Homely Maid 
126051;Honneur D'couronne 
126052;Bajazzo Cløving 
126053;Dream Action 
126054;Doppeldecker 
126055;Titan Way 
126056;Primadonna 
126057;German Boy 
126058;Indira Boshoeve 
126059;Sheriff As 
126060;Biscaye 
126061;Hubert 
126062;Unique Farandole 
126063;Ilos Unique 
