Lop;Startnr;StartMetode;Distanse;Heste_navn;Bane;Dato;Id_nr;FormfaktorTotal
6;5;Volestart;2160;Kodran;  Bjerke Travbane ;2020-05-06;30055242;187
10;2;Volestart;2100;Rolling Lady;  Bergen Travpark ;2020-03-05;30055584;0
10;2;Volestart;2100;Rolling Lady;  Bergen Travpark ;2020-03-05;30055584;0
10;2;Volestart;2100;Rolling Lady;  Bergen Travpark ;2020-03-05;30055584;0
4;12;Volestart;2160;Mo Ronja;  Bjerke Travbane ;2020-02-26;30055760;-218
1;5;Volestart;2120;Pytt Elden;  Bergen Travpark ;2020-01-09;30055804;130
3;8;Volestart;2120;Pytt Elden;  Bergen Travpark ;2020-01-23;30055804;130
6;12;Volestart;2140;Pytt Elden;  Bergen Travpark ;2020-03-05;30055804;31
4;6;Volestart;2120;Pytt Elden;  Bergen Travpark ;2020-05-07;30055804;124
6;12;Volestart;2140;Pytt Elden;  Bergen Travpark ;2020-03-05;30055804;31
6;12;Volestart;2140;Pytt Elden;  Bergen Travpark ;2020-03-05;30055804;31
4;15;Volestart;2080;Robust;  Forus Travbane ;2020-03-08;30055942;78
4;11;Volestart;2060;Robust;  Forus Travbane ;2020-05-05;30055942;84
10;4;Volestart;2120;Aas Milla;  Jarlsberg Travbane ;2020-05-10;30055947;-70
5;3;Autostart;2100;Quite Fast;  Klosterskogen Travbane ;2020-01-12;30056168;258
3;2;Autostart;2100;Quite Fast;  Bjerke Travbane ;2020-01-23;30056168;360
3;10;Autostart;2100;Quite Fast;  Bjerke Travbane ;2020-02-26;30056168;254
6;4;Volestart;2060;Åspe Mix;  Forus Travbane ;2020-01-05;30056308;341
6;7;Volestart;2060;Åspe Mix;  Forus Travbane ;2020-01-14;30056308;353
6;1;Volestart;2040;Åspe Mix;  Forus Travbane ;2020-02-25;30056308;243
5;5;Volestart;2060;Åspe Mix;  Forus Travbane ;2020-03-08;30056308;374
5;12;Volestart;2060;Åspe Mix;  Forus Travbane ;2020-05-05;30056308;286
6;1;Volestart;1600;Søndre Jerkeld;  Forus Travbane ;2020-02-08;30056543;460
5;3;Volestart;2660;Søndre Jerkeld;  Bjerke Travbane ;2020-02-22;30056543;574
4;7;Volestart;2180;Søndre Jerkeld;  Bergen Travpark ;2020-03-05;30056543;589
6;5;Autostart;2100;Fernando;  Bjerke Travbane ;2020-01-18;30056899;70
6;5;Autostart;2100;Fernando;  Bjerke Travbane ;2020-01-18;30056899;70
6;1;Autostart;1640;Fernando;  Leangen Travbane ;2020-01-25;30056899;160
6;8;Volestart;2680;Fernando;  Leangen Travbane ;2020-02-17;30056899;40
9;12;Volestart;2140;Kap Tilly;  Jarlsberg Travbane ;2020-02-29;30057075;104
6;1;Volestart;2140;Kap Tilly;  Sørlandets Travpark ;2020-05-01;30057075;105
7;11;Autostart;2140;Kap Tilly;  Sørlandets Travpark ;2020-05-09;30057075;257
3;1;Volestart;2100;Vestrings Vinni;  Biri Travbane ;2020-02-16;30057198;102
5;11;Volestart;1620;Vestrings Vinni;  Biri Travbane ;2020-04-24;30057198;103
5;3;Autostart;2140;Oro Boy;  Leangen Travbane ;2020-01-06;30057226;-162
5;6;Autostart;1640;Oro Boy;  Leangen Travbane ;2020-02-10;30057226;-163
5;11;Autostart;2140;Oro Boy;  Leangen Travbane ;2020-02-24;30057226;-65
8;9;Volestart;2100;Figaro;  Jarlsberg Travbane ;2020-02-14;30058160;100
4;2;Volestart;2140;Figaro;  Momarken Travbane ;2020-03-10;30058160;0
4;11;Volestart;2220;Hr. Ford;  Leangen Travbane ;2020-02-10;30059517;251
1;4;Volestart;1640;Hr. Ford;  Leangen Travbane ;2020-02-17;30059517;355
4;6;Volestart;2180;Hr. Ford;  Leangen Travbane ;2020-03-02;30059517;352
4;8;Volestart;2160;Hr. Ford;  Leangen Travbane ;2020-03-09;30059517;389
6;8;Volestart;2160;Hr. Ford;  Leangen Travbane ;2020-05-04;30059517;325
1;1;Volestart;2140;Arnspik;  Sørlandets Travpark ;2020-01-19;30059927;180
9;7;Volestart;2160;Arnspik;  Sørlandets Travpark ;2020-02-15;30059927;81
2;4;Volestart;2180;Arnspik;  Sørlandets Travpark ;2020-03-01;30059927;173
5;11;Autostart;2140;Arnspik;  Sørlandets Travpark ;2020-04-25;30059927;111
1;10;Autostart;1640;Crimson Pirate;  Leangen Travbane ;2020-01-13;30060152;571
6;7;Autostart;1640;Crimson Pirate;  Leangen Travbane ;2020-01-25;30060152;571
6;10;Autostart;1640;Crimson Pirate;  Leangen Travbane ;2020-02-10;30060152;667
5;3;Autostart;2140;Crimson Pirate;  Leangen Travbane ;2020-03-02;30060152;577
1;4;Autostart;1640;Midnight Moon;  Leangen Travbane ;2020-01-13;30060697;409
6;10;Autostart;1640;Midnight Moon;  Leangen Travbane ;2020-01-25;30060697;489
6;9;Autostart;1640;Midnight Moon;  Leangen Travbane ;2020-02-10;30060697;484
4;4;Autostart;1640;Blåstrupemoen;  Momarken Travbane ;2020-01-26;30061661;-17
7;9;Autostart;1609;Blåstrupemoen;  Bjerke Travbane ;2020-02-09;30061661;82
8;10;Autostart;2100;Pebbe Simoni;  Bjerke Travbane ;2020-01-18;30061882;819
8;10;Autostart;2100;Pebbe Simoni;  Bjerke Travbane ;2020-01-18;30061882;819
1;1;Autostart;1609;Pebbe Simoni;  Bjerke Travbane ;2020-02-05;30061882;829
5;2;Autostart;2100;Pebbe Simoni;  Bjerke Travbane ;2020-03-11;30061882;819
6;12;Autostart;2100;Pebbe Simoni;  Jarlsberg Travbane ;2020-04-21;30061882;NULL
6;3;Autostart;2100;Pebbe Simoni;  Biri Travbane ;2020-05-02;30061882;965
1;8;Volestart;2160;Ådne Kommandør;  Bjerke Travbane ;2020-01-15;30064304;-336
5;11;Autostart;2100;Ådne Kommandør;  Bjerke Travbane ;2020-01-29;30064304;-229
9;9;Volestart;2160;Ådne Kommandør;  Sørlandets Travpark ;2020-02-15;30064304;-241
1;3;Autostart;2100;Askevold Stjerna;  Jarlsberg Travbane ;2020-01-11;30064733;-218
7;6;Autostart;2100;Askevold Stjerna;  Jarlsberg Travbane ;2020-02-07;30064733;-350
5;6;Autostart;1609;Ingerø Mari;  Jarlsberg Travbane ;2020-01-11;30064866;253
7;2;Autostart;1609;Ingerø Mari;  Bjerke Travbane ;2020-01-22;30064866;264
6;8;Volestart;2160;Ingerø Mari;  Momarken Travbane ;2020-04-28;30064866;146
9;2;Volestart;2140;Bakkmo Bosse;  Leangen Travbane ;2020-01-06;30065177;62
1;11;Autostart;1640;Bakkmo Bosse;  Leangen Travbane ;2020-01-13;30065177;173
6;2;Autostart;1640;Bakkmo Bosse;  Leangen Travbane ;2020-02-10;30065177;184
5;1;Autostart;2140;Bakkmo Bosse;  Leangen Travbane ;2020-03-02;30065177;74
1;7;Autostart;2140;Bakkmo Bosse;  Leangen Travbane ;2020-03-09;30065177;207
4;2;Autostart;2140;Bakkmo Bosse;  Leangen Travbane ;2020-04-26;30065177;NULL
4;10;Autostart;2100;Bakkmo Bosse;  Biri Travbane ;2020-05-02;30065177;98
3;7;Autostart;2040;Makeawish;  Forus Travbane ;2020-01-05;30065216;0
4;6;Volestart;2060;Makeawish;  Forus Travbane ;2020-01-21;30065216;94
4;4;Autostart;2040;Makeawish;  Forus Travbane ;2020-02-25;30065216;-5
3;9;Volestart;2060;Makeawish;  Forus Travbane ;2020-03-08;30065216;94
9;1;Volestart;2140;Contador;  Bjerke Travbane ;2020-01-08;30065278;72
5;7;Autostart;2140;Xandria;  Leangen Travbane ;2020-02-24;30065332;-128
1;3;Autostart;2140;Xandria;  Leangen Travbane ;2020-03-02;30065332;-30
5;10;Autostart;2140;Xandria;  Leangen Travbane ;2020-03-09;30065332;-41
7;9;Autostart;2100;Neslands Trine;  Bjerke Travbane ;2020-01-18;30065424;4
7;9;Autostart;2100;Neslands Trine;  Bjerke Travbane ;2020-01-18;30065424;4
4;1;Autostart;2100;Neslands Trine;  Bjerke Travbane ;2020-02-09;30065424;102
3;4;Volestart;2100;Neslands Trine;  Biri Travbane ;2020-02-16;30065424;92
7;12;Autostart;2100;Neslands Trine;  Bjerke Travbane ;2020-03-11;30065424;-18
5;2;Autostart;2100;Neslands Trine;  Jarlsberg Travbane ;2020-04-29;30065424;-8
5;9;Autostart;2100;Tarantino Hawk;  Klosterskogen Travbane ;2020-01-04;30065443;150
4;9;Autostart;2100;Tarantino Hawk;  Klosterskogen Travbane ;2020-01-12;30065443;247
3;3;Autostart;2100;Tarantino Hawk;  Jarlsberg Travbane ;2020-04-26;30065443;146
4;7;Volestart;2120;Valle Max;  Bergen Travpark ;2020-01-23;30065526;149
9;9;Volestart;2570;Valle Max;  Forus Travbane ;2020-02-08;30065526;252
7;4;Volestart;2120;Valle Max;  Bergen Travpark ;2020-02-13;30065526;233
7;4;Volestart;2120;Valle Max;  Bergen Travpark ;2020-02-13;30065526;233
2;7;Volestart;2120;Valle Max;  Bergen Travpark ;2020-03-05;30065526;183
6;9;Volestart;2120;Valle Max;  Bergen Travpark ;2020-04-27;30065526;185
6;6;Volestart;2620;Valle Max;  Bergen Travpark ;2020-05-03;30065526;185
6;4;Volestart;2120;Valle Max;  Bergen Travpark ;2020-05-07;30065526;248
10;1;Volestart;2100;Norva Jacase;  Jarlsberg Travbane ;2020-05-10;30065536;10
6;8;Autostart;1640;J.C. Superstar;  Momarken Travbane ;2020-01-17;30065540;279
6;10;Autostart;1609;J.C. Superstar;  Bjerke Travbane ;2020-01-29;30065540;280
3;7;Autostart;2100;J.C. Superstar;  Bjerke Travbane ;2020-02-26;30065540;195
5;3;Autostart;2140;J.C. Superstar;  Momarken Travbane ;2020-05-03;30065540;193
4;8;Volestart;2590;Kringelandester;  Forus Travbane ;2020-04-30;30065701;-156
3;12;Volestart;2080;Kringelandester;  Forus Travbane ;2020-05-10;30065701;-58
5;12;Autostart;2140;Remkvikk;  Momarken Travbane ;2020-01-17;30066012;157
3;7;Autostart;1609;Trø Flax;  Sørlandets Travpark ;2020-01-19;30066034;140
5;8;Autostart;2100;Trø Flax;  Bjerke Travbane ;2020-01-29;30066034;262
2;3;Autostart;1609;Trø Flax;  Bjerke Travbane ;2020-02-22;30066034;172
2;5;Volestart;2180;Trø Flax;  Sørlandets Travpark ;2020-03-01;30066034;246
5;5;Autostart;2140;Trø Flax;  Sørlandets Travpark ;2020-04-25;30066034;148
6;13;Volestart;2160;Spang Trym;  Leangen Travbane ;2020-01-06;30066039;106
4;6;Volestart;2180;Spang Trym;  Leangen Travbane ;2020-02-10;30066039;140
4;11;Volestart;1640;Spang Trym;  Leangen Travbane ;2020-02-17;30066039;130
6;8;Volestart;2140;Spang Trym;  Leangen Travbane ;2020-03-09;30066039;58
5;9;Autostart;2140;Spang Trym;  Leangen Travbane ;2020-04-22;30066039;NULL
6;12;Volestart;2180;Nordli Tuva;  Leangen Travbane ;2020-02-24;30066046;-265
3;4;Volestart;2140;Nordli Tuva;  Leangen Travbane ;2020-03-09;30066046;-165
2;1;Autostart;2140;Nordli Tuva;  Leangen Travbane ;2020-04-22;30066046;NULL
7;3;Volestart;2140;Randli Katla;  Leangen Travbane ;2020-03-09;30066069;23
6;6;Autostart;1640;Goroso Sjarmen;  Momarken Travbane ;2020-01-09;30066156;-28
7;1;Volestart;2120;Goroso Sjarmen;  Jarlsberg Travbane ;2020-01-24;30066156;-36
1;1;Autostart;2100;Goroso Sjarmen;  Bjerke Travbane ;2020-02-12;30066156;-12
4;12;Volestart;2120;Goroso Sjarmen;  Jarlsberg Travbane ;2020-03-06;30066156;-141
4;1;Autostart;2100;Goroso Sjarmen;  Jarlsberg Travbane ;2020-04-19;30066156;-134
4;10;Autostart;2609;Goroso Sjarmen;  Jarlsberg Travbane ;2020-04-26;30066156;-144
1;5;Autostart;1640;Maks Mollyn;  Momarken Travbane ;2020-01-26;30066236;534
8;4;Volestart;2160;Maks Mollyn;  Bjerke Travbane ;2020-02-05;30066236;629
5;3;Autostart;1609;Maks Mollyn;  Biri Travbane ;2020-02-16;30066236;626
1;5;Autostart;2100;Maks Mollyn;  Bjerke Travbane ;2020-02-26;30066236;608
5;6;Volestart;2660;Åsrud Vilja;  Bjerke Travbane ;2020-02-22;30066244;384
1;9;Autostart;2100;Torden Prinsen;  Klosterskogen Travbane ;2020-01-04;30066379;352
3;3;Autostart;1609;Torden Prinsen;  Sørlandets Travpark ;2020-01-19;30066379;391
2;3;Autostart;1609;Torden Prinsen;  Sørlandets Travpark ;2020-02-15;30066379;274
5;4;Autostart;2140;Torden Prinsen;  Sørlandets Travpark ;2020-04-25;30066379;295
6;2;Autostart;1640;Windy Ammik;  Momarken Travbane ;2020-01-17;30066389;362
6;9;Autostart;2100;Windy Ammik;  Bjerke Travbane ;2020-02-12;30066389;360
8;11;Volestart;2660;Windy Ammik;  Bjerke Travbane ;2020-02-22;30066389;390
5;7;Autostart;2100;Windy Ammik;  Bjerke Travbane ;2020-03-11;30066389;372
6;8;Autostart;2100;Windy Ammik;  Biri Travbane ;2020-05-02;30066389;270
1;10;Volestart;2680;Windy Ammik;  Sørlandets Travpark ;2020-05-09;30066389;364
4;9;Autostart;1609;Blessomen;  Jarlsberg Travbane ;2020-05-10;30066450;371
4;8;Volestart;2120;Valborg;  Jarlsberg Travbane ;2020-03-06;30066522;-58
7;7;Autostart;2100;Sprett Odin;  Bjerke Travbane ;2020-01-08;30066543;154
7;7;Volestart;2160;Sprett Odin;  Bjerke Travbane ;2020-01-15;30066543;238
7;5;Autostart;2100;Sprett Odin;  Bjerke Travbane ;2020-01-29;30066543;278
8;1;Volestart;2140;Sprett Odin;  Bjerke Travbane ;2020-02-05;30066543;178
5;4;Autostart;1609;Sprett Odin;  Biri Travbane ;2020-02-16;30066543;281
9;2;Autostart;2100;Sprett Odin;  Bjerke Travbane ;2020-02-22;30066543;291
7;1;Autostart;2100;Sprett Odin;  Bjerke Travbane ;2020-03-04;30066543;314
3;8;Volestart;1600;Sprett Odin;  Jarlsberg Travbane ;2020-04-21;30066543;226
1;4;Volestart;2120;Sprett Odin;  Biri Travbane ;2020-05-02;30066543;338
6;2;Volestart;2160;Sprett Odin;  Bjerke Travbane ;2020-05-06;30066543;338
9;2;Volestart;2140;Mr. Nelson;  Leangen Travbane ;2020-02-24;30066622;76
2;3;Autostart;2100;Rolf Martin;  Bjerke Travbane ;2020-02-09;30066634;215
2;6;Volestart;2180;Rolf Martin;  Sørlandets Travpark ;2020-03-01;30066634;204
5;1;Autostart;1609;Valle Mattis;  Bjerke Travbane ;2020-01-18;30066727;649
5;1;Autostart;1609;Valle Mattis;  Bjerke Travbane ;2020-01-18;30066727;649
5;2;Autostart;2100;Jærvsøælva;  Bjerke Travbane ;2020-01-22;30066739;43
2;5;Autostart;1609;Jærvsøælva;  Bjerke Travbane ;2020-02-06;30066739;165
7;7;Autostart;1609;Jærvsøælva;  Bjerke Travbane ;2020-02-09;30066739;165
6;6;Autostart;1609;Jærvsøælva;  Bjerke Travbane ;2020-03-05;30066739;74
5;6;Volestart;2100;Jærvsøælva;  Biri Travbane ;2020-05-08;30066739;98
6;6;Volestart;1620;Odd Herakles;  Forus Travbane ;2020-02-08;30066898;875
1;6;Volestart;2160;Tøff;  Leangen Travbane ;2020-01-06;30066956;172
1;8;Volestart;1660;Tøff;  Leangen Travbane ;2020-02-17;30066956;306
3;10;Volestart;1700;Tøff;  Leangen Travbane ;2020-03-02;30066956;279
5;9;Autostart;1600;Red Hot Firestorm;  Forus Travbane ;2020-01-21;30066974;284
3;4;Autostart;2040;Red Hot Firestorm;  Forus Travbane ;2020-01-28;30066974;379
1;1;Autostart;2040;Red Hot Firestorm;  Forus Travbane ;2020-02-25;30066974;395
6;8;Autostart;2040;Red Hot Firestorm;  Forus Travbane ;2020-04-23;30066974;279
7;9;Autostart;2100;Ask Eld;  Bjerke Travbane ;2020-01-08;30066981;481
7;10;Autostart;2100;Ask Eld;  Bjerke Travbane ;2020-01-29;30066981;384
4;7;Volestart;2160;Ask Eld;  Bjerke Travbane ;2020-02-12;30066981;532
1;9;Autostart;2100;Ask Eld;  Bjerke Travbane ;2020-02-26;30066981;513
6;12;Volestart;2180;Ask Eld;  Sørlandets Travpark ;2020-05-01;30066981;461
7;1;Autostart;2140;Ask Eld;  Sørlandets Travpark ;2020-05-09;30066981;542
7;5;Autostart;2100;Jærvinn S.K.;  Bjerke Travbane ;2020-01-08;30066982;271
9;6;Autostart;2100;Jærvinn S.K.;  Bjerke Travbane ;2020-01-18;30066982;383
9;6;Autostart;2100;Jærvinn S.K.;  Bjerke Travbane ;2020-01-18;30066982;383
8;5;Volestart;2160;Jærvinn S.K.;  Bjerke Travbane ;2020-02-05;30066982;376
9;7;Autostart;2100;Jærvinn S.K.;  Bjerke Travbane ;2020-02-22;30066982;398
7;8;Volestart;2140;Jærvinn S.K.;  Biri Travbane ;2020-02-28;30066982;381
8;9;Volestart;2200;Jærvinn S.K.;  Momarken Travbane ;2020-03-10;30066982;394
9;2;Autostart;2100;Finnskog Oda;  Bjerke Travbane ;2020-01-18;30066984;240
9;2;Autostart;2100;Finnskog Oda;  Bjerke Travbane ;2020-01-18;30066984;240
5;6;Autostart;1609;Finnskog Oda;  Jarlsberg Travbane ;2020-02-07;30066984;208
9;15;Volestart;2140;Finnskog Oda;  Jarlsberg Travbane ;2020-02-29;30066984;237
3;10;Volestart;1620;Finnskog Oda;  Jarlsberg Travbane ;2020-04-21;30066984;208
5;7;Autostart;2100;Finnskog Oda;  Biri Travbane ;2020-05-02;30066984;299
5;3;Autostart;2100;Gigant Invalley;  Bjerke Travbane ;2020-03-11;30067041;866
3;1;Autostart;1609;Lille Senumsprinsen;  Sørlandets Travpark ;2020-01-19;30067043;52
3;10;Volestart;2180;Lille Senumsprinsen;  Sørlandets Travpark ;2020-05-01;30067043;42
4;3;Volestart;2140;Stensvik Martin;  Bjerke Travbane ;2020-02-12;30067050;266
7;9;Autostart;2100;Stensvik Martin;  Bjerke Travbane ;2020-03-04;30067050;186
2;9;Volestart;2120;Bovis Tobias;  Bergen Travpark ;2020-04-27;30067100;-83
6;10;Autostart;1609;Tommycin;  Bjerke Travbane ;2020-02-09;30067109;152
1;5;Autostart;2100;Tommycin;  Bjerke Travbane ;2020-03-05;30067109;150
1;4;Autostart;2100;Myhreng Brage;  Bjerke Travbane ;2020-02-26;30067119;445
3;2;Volestart;1600;Myhreng Brage;  Jarlsberg Travbane ;2020-04-21;30067119;440
6;4;Volestart;2140;Myhreng Brage;  Sørlandets Travpark ;2020-05-01;30067119;534
2;1;Autostart;2100;Thaia Sund;  Jarlsberg Travbane ;2020-01-11;30067213;118
1;3;Autostart;2100;Thaia Sund;  Jarlsberg Travbane ;2020-01-24;30067213;114
1;5;Volestart;2100;Super Photo;  Jarlsberg Travbane ;2020-02-07;30067224;-20
6;7;Volestart;2120;Super Photo;  Biri Travbane ;2020-05-08;30067224;-20
7;6;Volestart;2140;Mirajerva;  Leangen Travbane ;2020-02-17;30067226;-119
6;10;Volestart;2080;Bacchus Ø.K.;  Forus Travbane ;2020-01-05;30067358;345
6;8;Volestart;2080;Bacchus Ø.K.;  Forus Travbane ;2020-01-14;30067358;437
1;6;Volestart;2180;Bacchus Ø.K.;  Sørlandets Travpark ;2020-01-19;30067358;437
1;5;Volestart;2080;Bacchus Ø.K.;  Forus Travbane ;2020-01-28;30067358;465
7;7;Volestart;2140;Bacchus Ø.K.;  Bergen Travpark ;2020-02-13;30067358;494
7;7;Volestart;2140;Bacchus Ø.K.;  Bergen Travpark ;2020-02-13;30067358;494
6;7;Volestart;2060;Bacchus Ø.K.;  Forus Travbane ;2020-02-25;30067358;509
5;10;Volestart;2080;Bacchus Ø.K.;  Forus Travbane ;2020-03-08;30067358;492
5;8;Volestart;1620;Bacchus Ø.K.;  Forus Travbane ;2020-04-30;30067358;385
7;8;Autostart;2140;Bacchus Ø.K.;  Sørlandets Travpark ;2020-05-09;30067358;478
3;10;Volestart;2120;Haukeli Lilla;  Bergen Travpark ;2020-01-23;30067476;211
4;11;Volestart;2140;Haukeli Lilla;  Bergen Travpark ;2020-05-03;30067476;210
1;5;Volestart;2160;Kolnes Tom;  Sørlandets Travpark ;2020-01-19;30067479;458
4;2;Volestart;2140;Kolnes Tom;  Bjerke Travbane ;2020-02-12;30067479;581
6;5;Volestart;2060;Kolnes Tom;  Forus Travbane ;2020-02-25;30067479;569
7;5;Autostart;2100;Kolnes Tom;  Bjerke Travbane ;2020-03-04;30067479;574
6;4;Volestart;2140;Høiby Stjernar;  Leangen Travbane ;2020-01-06;30067489;23
2;3;Autostart;1640;Høiby Stjernar;  Leangen Travbane ;2020-01-13;30067489;65
4;5;Volestart;1640;Høiby Stjernar;  Leangen Travbane ;2020-02-17;30067489;29
4;10;Volestart;2160;Høiby Stjernar;  Leangen Travbane ;2020-05-04;30067489;-102
6;8;Autostart;1609;Funny Filiokus;  Bjerke Travbane ;2020-02-09;30067559;-72
6;2;Autostart;2140;Funny Filiokus;  Sørlandets Travpark ;2020-03-01;30067559;-162
7;3;Volestart;2060;Nyland;  Forus Travbane ;2020-04-30;30067619;353
5;5;Autostart;2100;Låhne Lina;  Jarlsberg Travbane ;2020-01-24;30067620;-339
4;10;Autostart;2100;Gunny Princess E.;  Bjerke Travbane ;2020-01-29;30067627;94
5;4;Autostart;2100;Gunny Princess E.;  Bjerke Travbane ;2020-02-09;30067627;179
3;9;Autostart;2100;Gunny Princess E.;  Jarlsberg Travbane ;2020-04-26;30067627;67
6;5;Autostart;2100;Mons;  Bjerke Travbane ;2020-02-06;30067796;40
1;4;Autostart;2100;Mons;  Bjerke Travbane ;2020-03-04;30067796;200
6;9;Autostart;2100;Mons;  Jarlsberg Travbane ;2020-04-20;30067796;120
7;8;Volestart;2160;Jervsø Ronja;  Leangen Travbane ;2020-02-17;30067817;44
7;6;Autostart;1609;Love Voice;  Jarlsberg Travbane ;2020-03-12;30067942;623
6;6;Volestart;2060;Spik Lotta;  Forus Travbane ;2020-01-05;30068020;114
4;4;Volestart;1600;Spik Lotta;  Bergen Travpark ;2020-01-09;30068020;114
4;1;Volestart;2100;Spik Lotta;  Bergen Travpark ;2020-01-23;30068020;114
6;6;Volestart;1620;Spik Lotta;  Forus Travbane ;2020-01-28;30068020;164
7;6;Volestart;2120;Spik Lotta;  Bergen Travpark ;2020-02-13;30068020;155
7;6;Volestart;2120;Spik Lotta;  Bergen Travpark ;2020-02-13;30068020;155
2;1;Volestart;2100;Spik Lotta;  Bergen Travpark ;2020-03-05;30068020;55
5;3;Volestart;2060;Spik Lotta;  Forus Travbane ;2020-03-08;30068020;55
6;10;Volestart;2120;Spik Lotta;  Bergen Travpark ;2020-04-27;30068020;NULL
6;9;Volestart;2120;Spik Lotta;  Bergen Travpark ;2020-05-07;30068020;156
4;2;Volestart;2040;Spik Lotta;  Forus Travbane ;2020-05-10;30068020;156
4;3;Volestart;2160;Nypansvarten;  Leangen Travbane ;2020-01-06;30068133;-143
6;9;Volestart;2180;Nypansvarten;  Leangen Travbane ;2020-02-24;30068133;-147
3;7;Volestart;2180;Nypansvarten;  Leangen Travbane ;2020-05-04;30068133;-159
4;5;Autostart;2140;L.J.'s Dreamcatcher;  Momarken Travbane ;2020-01-09;30068171;45
4;2;Autostart;1609;L.J.'s Dreamcatcher;  Bjerke Travbane ;2020-02-06;30068171;37
4;3;Autostart;1640;L.J.'s Dreamcatcher;  Momarken Travbane ;2020-02-27;30068171;136
7;1;Autostart;1609;L.J.'s Dreamcatcher;  Jarlsberg Travbane ;2020-03-12;30068171;136
3;14;Volestart;2180;Kagge Lina;  Bjerke Travbane ;2020-01-18;30068201;73
3;14;Volestart;2180;Kagge Lina;  Bjerke Travbane ;2020-01-18;30068201;73
9;7;Volestart;2120;Kagge Lina;  Jarlsberg Travbane ;2020-02-29;30068201;50
5;4;Autostart;1609;Kagge Lina;  Jarlsberg Travbane ;2020-04-26;30068201;-63
5;4;Autostart;2100;Kagge Lina;  Biri Travbane ;2020-05-02;30068201;-63
3;2;Volestart;2100;Tana Faxen;  Jarlsberg Travbane ;2020-01-11;30068207;188
1;2;Volestart;2140;Tana Faxen;  Bjerke Travbane ;2020-01-15;30068207;222
3;2;Volestart;2160;Tana Faxen;  Bjerke Travbane ;2020-03-04;30068207;158
5;8;Volestart;2680;Roli Eld;  Bjerke Travbane ;2020-02-22;30068212;632
8;1;Autostart;2100;Lionel;  Bjerke Travbane ;2020-01-18;30068214;300
8;1;Autostart;2100;Lionel;  Bjerke Travbane ;2020-01-18;30068214;300
7;2;Volestart;2140;Hera Jenta;  Sørlandets Travpark ;2020-01-19;30068258;-186
5;2;Autostart;2100;T.M. Stjerna;  Bjerke Travbane ;2020-02-26;30068327;25
6;12;Volestart;2160;Eidshaugsvarten;  Leangen Travbane ;2020-01-06;30068403;197
2;4;Autostart;1640;Eidshaugsvarten;  Leangen Travbane ;2020-01-13;30068403;300
4;7;Volestart;2180;Eidshaugsvarten;  Leangen Travbane ;2020-02-10;30068403;196
4;8;Volestart;1640;Eidshaugsvarten;  Leangen Travbane ;2020-02-17;30068403;298
4;3;Volestart;2160;Eidshaugsvarten;  Leangen Travbane ;2020-03-02;30068403;287
4;4;Volestart;2140;Eidshaugsvarten;  Leangen Travbane ;2020-03-09;30068403;324
